doc_id;twitter_username;twitter_available;twitter_created_at;twitter_full_text;twitter_retweet_count;twitter_favorite_count;twitter_followers_count;twitter_location;twitter_word_count;twitter_year;twitter_month;twitter_week;twitter_time_index_month;twitter_time_index_week;twitter_emojis;twitter_hashtags;twitter_tags;label;topic
karl_lauterbach15821133001;karl_lauterbach;TRUE;2020-02-19T11:55:00Z;Das Verhalten der CDU beschaedigt das Ansehen der Partei. Ein so transparentes Gerangel um Mandate und Macht, einschliesslich des verlogenen Paktes mit der AfD, muss aus Berlin beendet werden. Das hatte die CDU im Koalitionsausschuss zugesagt und muss sein;69;586;268502;Berlin, Deutschland;40;2020;2;8;30;129;;;;negative;CDU/CSU
karl_lauterbach15824776201;karl_lauterbach;TRUE;2020-02-23T17:07:00Z;Wo ist das Problem, wenn die Wohnung im Prenzlauer Berg nicht mehr fuer 24 Euro pro Quadratmeter vermietet werden kann? Es sind die hoechsten Mieten, die den Preis aller Mieten nach oben ziehen. Diese Spirale wird gestoppt. Das ist soziale Marktwirtschaft;15;196;337001;Berlin, Deutschland;42;2020;2;8;30;129;;;;negative;Wohnungsbau
karl_lauterbach15850508401;karl_lauterbach;TRUE;2020-03-24T11:54:00Z;Es ist wahrlich bedenklich, wie wenig Unterstuetzung Italien aus der EU bisher hatte, und China jetzt einspringt. Das macht auch deshalb Sorgen, da wir eine Staatsfinanzkrise in Italien nicht ausschliessen koennen, die dann grosse Finanzmittel der EU braucht;51;337;337001;Berlin, Deutschland;39;2020;3;13;31;134;;;;negative;EU
karl_lauterbach15915212401;karl_lauterbach;TRUE;2020-06-07T09:14:00Z;Bolsonaro ist eine Katastrophe fuer die Welt. Er ueberlaesst Arme und Alte dem Tod durch Coronavirus und will, dass ihr Schicksal unmenschlich verschwiegen wird. Den Regenwald laesst er abholzen und beschleunigt den Klimawandel fuer alle Menschen. Er muss weg;1182;8504;268502;Berlin, Deutschland;40;2020;6;23;34;144;;;;negative;Lateinamerika
karl_lauterbach15919844401;karl_lauterbach;TRUE;2020-06-12T17:54:00Z;Den Pandemie-Notfall fuer beendet zu erklaeren waere Fehler. Es setzt falsches Signal, wir haetten das Virus schon besiegt. Davon kann aber leider keine Rede sein. Fruehestens mit der Impfung ist der Spuk zu Ende. Mit jedem falschen Signal waechst der Leichtsinn;336;2265;268502;Berlin, Deutschland;42;2020;6;24;34;145;;;;negative;Coronamassnahmen
karl_lauterbach15934090201;karl_lauterbach;TRUE;2020-06-29T05:37:00Z;Im Nachhinein scheint der lokale Lockdown in Guetersloh richtig gewesen zu sein. Da die Zahlen weiter ueber der vereinbarten Grenze liegen sollte er noch bestehen bleiben. Aber so ist der lokale Ausbruch beherrschbar und breitet sich wohl nicht weiter aus;57;593;268502;Berlin, Deutschland;41;2020;6;26;34;147;;;;positive;Coronamassnahmen
karl_lauterbach15934090202;karl_lauterbach;TRUE;2020-06-29T05:37:00Z;Im Nachhinein scheint der lokale Lockdown in Guetersloh richtig gewesen zu sein. Da die Zahlen weiter ueber der vereinbarten Grenze liegen sollte er noch bestehen bleiben. Aber so ist der lokale Ausbruch beherrschbar und breitet sich wohl nicht weiter aus;56;591;337001;Berlin, Deutschland;41;2020;6;26;34;147;;;;positive;Coronamassnahmen
karl_lauterbach15952444201;karl_lauterbach;TRUE;2020-07-20T11:27:00Z;USA steuern auf menschliche Katastrophe zu. Taeglich sterben schon etwa 1.000 an Covid-19. Das Rettungspaket der Wirtschaft laeuft aus obwohl die Pandemie noch unkontrolliert. Wegen laufender Kredite und Rechnungen muessen bald viele in riskante Arbeit zurueck, was Pandemie verstaerkt;232;1431;268502;Berlin, Deutschland;40;2020;7;29;35;150;;;;negative;Coronamassnahmen
karl_lauterbach15973945201;karl_lauterbach;TRUE;2020-08-14T08:42:00Z;(2) RT-LAMB Test als SchnellPCR, in UK schon zugelassen, bringt Testergebnisse mit sehr guter Sensitivitaet in 75 min. Ist fuer weniger als 10 durchfuehrbar, weniger Reagenzien, nicht auf Labore angewiesen. Auch sind mittlerweile Antigen-Tests zum Selbsttesten kurz vor Zulassung;22;166;268502;Berlin, Deutschland;40;2020;8;33;36;154;;;;positive;Coronamassnahmen
karl_lauterbach16018054201;karl_lauterbach;TRUE;2020-10-04T09:57:00Z;Gute Uebersicht der bekannten Covid Risiken beim Fliegen in JAMA. Fliegen wohl weniger riskant als Klassenraum, Regionalzuege oder Buero. Die Flugzeugklimaanlagen schuetzen nicht perfekt. Mit ffp2 Maske gehe ich selbst aber von sehr hoher Sicherheit aus.;99;499;337001;Berlin, Deutschland;37;2020;10;40;38;161;;;;positive;Coronamassnahmen
karl_lauterbach16090974601;karl_lauterbach;TRUE;2020-12-27T19:31:00Z;Sehr hoerenswert: der von und anderen zur Entwicklung Coronaimpfstoffe. Die Serie ist auch interessant fuer jeden, der sich allgemein ueber Impfstoffe besser informieren moechte. Thema wird in Zukunft immer relevanter;123;837;337001;Berlin, Deutschland;33;2020;12;52;40;173;;;@pandemiapodcast⁩|@kakape⁩;positive;Coronaimpfung
katdro15197398801;katdro;TRUE;2018-02-27T13:58:00Z;Das Urteil zu Fahrverboten ist Quittung fuer die Untaetigkeit der Bundesregierung. Auch in Koeln mussten Buerger*innen ueber Jahre schlechte Luft atmen. Wir brauchen jetzt Nachruestung auf Kosten der Hersteller Blaue Plakette Mein Statement mit;4;15;6180;"";37;2018;2;9;6;24;;#Fahrverboten|#Koeln|#Nachruestung|#BlauePlakette;@svenlehmann;negative;Fahrverbote
katdro15427173001;katdro;TRUE;2018-11-20T12:35:00Z;"Funkloecher, teure Datentarife, wenig Wettbewerb - die deutschen Mobilfunk|netze lassen zu wuenschen uebrig. Die BNetz A haette bei der Vergabe der 5G-Frequenzen fuer echte Verbesserung sorgen koennen. Diese Moeglichkeit laesst sie verstreichen. Das habe ich in der FAS kritisiert.";1;2;6180;"";40;2018;11;47;15;62;;#Mobilfunk|#BNetzA|#5G;;negative;Digitalisierung
katdro15672486601;katdro;TRUE;2019-08-31T10:51:00Z;Den amazonischen Regenwald zu zerstoeren, bedeutet das Herz des Planeten anzugreifen. Die Amazon Fires sind eine globale Krise. Unfassbar, dass Merkel das ignoriert. Noetig ist ein Importstopp fuer Agrargueter aus dem Amszonas Stopp des EU-Mercosur FTA;3;3;6180;"";37;2019;8;35;24;103;;#Regenwald|#AmazonFires|#Merkel|#Importstopp|#Mercosur;;negative;Klimaschutz
katdro15681229801;katdro;TRUE;2019-09-10T13:43:00Z;Das ist Ideologie, keine vernuenftige Wirtschaftspolitik. Deutschland braucht einen Wirtschaftsminister, der den Mut hat, fuer Investitionen zu sorgen, um die drohende Rezession abzuwenden. 2/3;1;5;6180;"";25;2019;9;37;25;105;;;;negative;Wirtschaftspolitik
katdro15704311801;katdro;TRUE;2019-10-07T06:53:00Z;Politische Bankrotterklaerung der : Wer im Sommer den Fortbestand der Koalition von Fortschritten beim Klimaschutz abhaengig macht, kann doch nicht ein Klimaschutzgesetz verantworten, das selbst hinter den Vorschlaegen des Not My Klimapaket zurueck bleibt...;1;19;6180;"";34;2019;10;41;26;109;;#Klimaschutz|#Klimaschutzgesetz|#NotMyKlimapaket;@spdde|@SvenjaSchulze68;negative;Klimapolitik
katdro15869262601;katdro;TRUE;2020-04-15T04:51:00Z;Auch in NRW fehlt es an allem, was Experten als Grundlage fuer den Exit aus dem Shut Down definieren: Es gibt nicht annaehernd genuegend COVID19- Tests, nicht ausreichend Schutzmaterial fuers Personal im Gesundheitssektor etc. Aber der Neid auf Soeder scheint wichtiger zu sein...;3;10;6180;"";43;2020;4;16;32;137;;#NRW|#Exit|#ShutDown|#COVID19|#Soeder;;negative;Coronamassnahmen
katdro15936870001;katdro;TRUE;2020-07-02T10:50:00Z;"Mir fehlen die Worte! Gabriel wusste haargenau, wie katastrophal die Arbeitsbedingungen in der Schlachtindustrie sind, als er sich von Toennies bezahlen liess Gekauft: Sozialdemokrat Gabriel beriet Fleischmogul Toennies | Das Erste - Panorama - Sendung";1;6;6180;"";34;2020;7;27;35;148;;#Gabriel|#Toennies;;negative;Fleischindustrie
katdro16082075401;katdro;TRUE;2020-12-17T12:19:00Z;Ich unterstuetze gemeinsam mit 244 Kolleg*innen den Weihnachtsappell fuer die schnelle Aufnahme Schutzsuchender von den griechischen Inseln. Menschenrechte gelten ueberall - auch an Europas Aussengrenzen! Leave No One Behind wirhabenplatz;1;22;6180;"";28;2020;12;51;40;172;;#Weihnachtsappell|#Menschenrechte|#LeaveNoOneBehind|#wirhabenplatz;;positive;Fluechtlingshilfe
katjakipping15429903001;katjakipping;TRUE;2018-11-23T16:25:00Z;Nur 2 Monate will die Bundesregierung die Waffenexporte nach Saudi Arabien aussetzen? Was wird dann anders sein? Hat dann der Krieg im Jemen aufgehoert? Wird der Mord an Khashoggi aufgeklaert sein? Nein, das ist fuerwahr ein beschaemendes Moratorium.;45;135;119688;Dresden, Berlin;38;2018;11;47;15;62;;#Bundesregierung|#Waffenexporte|#SaudiArabien|#Jemen|#Khashoggi;;negative;Ruestung
katjakipping15453394801;katjakipping;TRUE;2018-12-20T20:58:00Z;Drohungen von Erdogan, nach dem US-Abzug in Rojava zu intervenieren, zeigt das Desaster der dt. Tuerkeipolitik. Nach Afrin droht eine neue humanitaere Katastrophe im demokratischen Nord-Syrien. Die Bu Reg muss jetzt die YPG als Kraft gg den IS anerkennen, bevor es zu spaet ist.;94;230;119692;Dresden, Berlin;43;2018;12;51;16;66;;#Erdogan|#Rojava|#Afrin|#Syrien|#BuReg|#YPG;;negative;Tuerkei
katjakipping15477481201;katjakipping;TRUE;2019-01-17T18:02:00Z;Ihre Texte sind fuer mich eine Quelle der Inspiration. Allein was sie zu revolutionaerer Realpolitik schreibt! Sie zu lesen, hilft die Alltagskaempfe mit dem sozialistischen Fernziel zu verbinden. Mein Gespraech zu Rosa Luxemburg mit;14;57;119692;Dresden, Berlin;36;2019;1;3;17;71;;#Luxemburg;@mdrde;positive;RosaLuxemburg
katjakipping15542043601;katjakipping;TRUE;2019-04-02T11:26:00Z;Lesen - eine der wunderbarsten Taetigkeiten, die dir neue Welten eroeffnet manchmal hilft diese Welt zu aendern. Heute ist der internationale Kinderbuchtag. Ich hab das zum Anlass genommen, mir meiner Tochter ein besonders schoenes Kinderbuch zu goennen.;2;14;119692;Dresden, Berlin;39;2019;4;14;20;82;;#Kinderbuchtag;;positive;Lesen
katjakipping15617973601;katjakipping;TRUE;2019-06-29T08:36:00Z;Wir sind im Jahr 2019 in Europa. Das Sterben lassen im Mittelmeer gilt als legal, Leben zu retten als illegal. Ich fordere die Bu Reg auf, sich fuer die sofortige Freilassung der Kapitaenin Carola Rackete einzusetzen, die lediglich Menschen in Sicherheit brachte. Sea Watch3;559;2122;119692;Dresden, Berlin;42;2019;6;26;22;94;;#Europa|#BuReg|#CarolaRackete|#SeaWatch3;;negative;Fluechtlingshilfe
katjakipping15846133801;katjakipping;TRUE;2020-03-19T10:23:00Z;Um die Coronakrise sozial abzufedern, muessen die Barrieren bei HartzIV ausgesetzt werden: Keine Vermoegenspruefung. Wer online Antrag stellt, erhaelt pauschal Regelsatz KdU fuer die Dauer der Pandemie. So geht Soforthilfe konkret!;136;761;119692;Dresden, Berlin;32;2020;3;12;31;133;;#Coronakrise|#HartzIV|#Soforthilfe;;negative;Coronahilfen
katjakipping15896088001;katjakipping;TRUE;2020-05-16T06:00:00Z;Es ist wirklich bitter. Die Antwort von CDU CSU auf Kritik ihrer Blockade jeglicher Vorschlaege, die Hartz4-Betroffenen in der Corona-Krise helfen wuerden: hoehnisches Gelaechter. (S. 158);177;545;119692;Dresden, Berlin;29;2020;5;20;33;141;;#CDU|#CSU|#Hartz4|#Corona;;negative;Coronahilfen
katjakipping15923916601;katjakipping;TRUE;2020-06-17T11:01:00Z;Wie oft noch will die Tuerkei den Nordirak bombardieren? Wie oft noch will die Bundesregierung schweigen, wenn Erdogan die jezidische und kurdische Bevoelkerung terrorisiert? Es ist nur noch beschaemend, wie wenig die Rechte der Jeziden und Kurden im Kanzleramt zaehlen.;97;496;116427;Dresden, Berlin;40;2020;6;25;34;146;;#Tuerkei|#Bundesregierung|#Erdogan|#Jeziden|#Kurden;;negative;Tuerkei
katjakipping15972306601;katjakipping;TRUE;2020-08-12T11:11:00Z;Durch die Corona-Krise sind Menschen auf Sozialleistungen angewiesen, die bisher keine Erfahrungen mit dem Hartz4-System machen mussten. Sie erfahren nun dessen Tuecken grundlegenden Fehler. Hubertus Heil blockiert leider ueberfaellige Erleichterungen.;13;44;119692;Dresden, Berlin;32;2020;8;33;36;154;;#Corona|#Hartz4;;negative;Coronahilfen
kleikert15421870801;kleikert;TRUE;2018-11-14T09:18:00Z;Ich mag unsere grossen Kreiskonferenzen in der CDU Main-Kinzig - viel Zeit zum intensiven, freundschaftlichen Austausch. Und habe mich sehr gefreut, so viele Neumitglieder gestern Abend begruessen zu duerfen! -lich willkommen! cdu kommunal kreis land bund allezusammen;1;5;4954;"";38;2018;11;46;15;61;💖;#cdu|#kommunal|#kreis|#land|#bund|#allezusammen;;positive;Kommunalpolitik
kleikert15438256201;kleikert;TRUE;2018-12-03T08:27:00Z;Die gute -Nachricht der Woche: Die EU macht grenzenloses Online-Shopping ab heute einfacher und fairer. Auslaendische Kunden duerfen bei Online-Kaeufen innerhalb der EU finanziell nicht mehr benachteiligt werden. Auch das ist Dein Europa.;5;22;4954;"";34;2018;12;49;16;64;;#DeinEuropa;;positive;EU
kleikert15446922601;kleikert;TRUE;2018-12-13T09:11:00Z;Es ist unsere Aufgabe, die Europaeische Union zu schuetzen insbesondere vor politischer Dummheit. Hier meine Rede zum Brexit heute Vormittag im Deutschen Bundestag. eu bettereurope;7;26;4954;"";27;2018;12;50;16;65;;#Brexit|#eu|#bettereurope;@cducsubt;negative;Brexit
kleikert15463718401;kleikert;TRUE;2019-01-01T19:44:00Z;Guter Anfang! Die Wirtschaft sollte jetzt auch Fahrt aufnehmen fuer eine engagierte pro-EU-Kampagne. EU;0;0;4954;"";16;2019;1;1;17;69;;#EU;@dneuerer|@DIHK_News;positive;EU
kleikert15543751801;kleikert;TRUE;2019-04-04T10:53:00Z;Wir werden uns immer von Ihnen an einem wichtigen Punkt unterscheiden: Solidaritaet geht einher mit Eigenverantwortung - wenn man den Antrag anschaut, ist davon aber kein einziges Wort zu lesen. Meine Rede zum Antrag Soziale Absicherung europaweit.;2;21;4954;"";37;2019;4;14;20;82;;;;positive;Sozialpolitik
kleikert15681043201;kleikert;TRUE;2019-09-10T08:32:00Z;Das sind wirklich grossartige Neuigkeiten fuer das Handwerk. In Abstimmung mit der Kreishandwerkerschaft Hanau habe ich mich seit langem fuer die Wiedereinfuehrung der Meisterpflicht eingesetzt. Besonderen Dank an Carsten Linnemann und die die nicht locker gelassen haben!;0;14;4954;"";39;2019;9;37;25;105;;#Meisterpflicht;@MIT_bund,;positive;Handwerk
konstantinkuhle15709639201;konstantinkuhle;TRUE;2019-10-13T10:52:00Z;Letzte Woche hat ein Nazi zwei Menschen erschossen. Da darf es ruhig mal ein bisschen konkreter sein, finden Sie nicht?;0;1;27653;Göttingen/Berlin;23;2019;10;41;26;109;;;@DeHollander2|@fdp|@jungeliberale;negative;Rechtsextremismus
konstantinkuhle15801282601;konstantinkuhle;TRUE;2020-01-27T12:31:00Z;Wer von Schuldkult , Denkmal der Schande und Vogelschiss spricht, leistet genau dieser Entwicklung Vorschub. Die deutsche Erinnerungskultur samt der Faehigkeit zu historischer Aufarbeitung, Selbstkritik und Selbstreflexion sind Staerken und keine Schwaechen.;10;109;27653;Göttingen/Berlin;31;2020;1;4;29;125;;;;positive;Zusammenhalt
konstantinkuhle15887479801;konstantinkuhle;TRUE;2020-05-06T06:53:00Z;Bonhoeffer wurde am 9. 4. 1945 ermordet. Anne Frank wenige Wochen zuvor. Vielen Menschen waere der Tod erspart geblieben, wenn Nazi-Deutschland seine Gestaltungsmoeglichkeit ein paar Wochen frueher verloren haette. Die AfD steht in der Tradition der dunkelsten Stunde Deutschlands.;252;1551;25494;Göttingen/Berlin;40;2020;5;19;33;140;;;;negative;AfD
konstantinkuhle16022485801;konstantinkuhle;TRUE;2020-10-09T13:03:00Z;Der Ausschnitt ist symptomatisch fuer die Probleme, wenn man sich bei der FDP fuer mehr Frauen einsetzt. Die Rede wird verkuerzt und mit Frauenquote versehen. Ich spreche hier aber gerade gegen ein Paritaetsgesetz. Differenzierung geht unter. Aufregung auf allen Seiten. Schade.;4;64;25494;Göttingen/Berlin;44;2020;10;41;38;162;;#Frauenquote;@phoenix_de|@fdpbt|@fdp;negative;Gleichberechtigung
korkmazgt16069038601;korkmazgt;TRUE;2020-12-02T10:11:00Z;Wir brauchen endlich ein Lieferkettengesetz gegen Ausbeutung in der weltweiten Warenproduktion! und kaempfen schon so lange dafuer. Wann versteht das der Koalitionspartner und steht nicht mehr quer im Stall?;8;46;2099;Gütersloh, Nordrhein-Westfalen;33;2020;12;49;40;170;;#Lieferkettengesetz;@hubertus_heil,|@spdde|@spdbt;negative;Arbeitsmarkt
larscastellucci15816799801;larscastellucci;TRUE;2020-02-14T11:33:00Z;Gut dass das Bundesamt fuer Auswaertige Angelegenheiten nun auch den Bundesrat passiert hat. Ich erhoffe mir endlich schnellere und reibungslosere Ablaeufe bei Visaverfahren. Ein zentraler Baustein auch fuer das Einwanderungsgesetz, das zum 1. Maerz in Kraft tritt.;2;5;5551;Wiesloch/Berlin;37;2020;2;7;30;128;;#Einwanderungsgesetz;;positive;Zuwanderung
larscastellucci15998878201;larscastellucci;TRUE;2020-09-12T05:17:00Z;Ein Denkfehler mit katastrophalen Folgen: griechenland behandelt die Gefluechteten so miserabel wie moeglich, um weitere Fluechtlinge abzuschrecken. Nur umgekehrt kann es funktionieren: ueberall fuer anstaendige Bedingungen sorgen, denn ohne Not wandert niemand einfach weiter. moria;1;16;5551;Wiesloch/Berlin;35;2020;9;37;37;158;;#griechenland|#moria;;negative;Fluechtlingshilfe
larscastellucci16004041801;larscastellucci;TRUE;2020-09-18T04:43:00Z;Die grosse Mehrheit der Polizei ist verfassungstreu. Umso wichtiger ist es, dass wir rechtsextreme Einstellungen und Netzwerke in den Sicherheitsbehoerden erforschen und so zukuenftig fruehzeitig erkennen koennen. Ausserdem muessen wir interkulturelle Kompetenz staerker foerdern. NRW;9;59;5551;Wiesloch/Berlin;36;2020;9;38;37;159;;#Polizei|#NRW;;positive;Polizei
larsklingbeil15477183601;larsklingbeil;TRUE;2019-01-17T09:46:00Z;100Jahre Frauenwahlrecht feiern wir heute im Bundestag. Im Kampf fuer das Frauenwahlrecht standen vor allem Sozialdemokratinnen an der Spitze das macht mich stolz. Aber es gibt noch viel zu tun: Wir wollen 50:50 im Parlament. Dafuer kaempfen wir!;27;210;75556;Munster, Niedersachsen, D;39;2019;1;3;17;71;;#100JahreFrauenwahlrecht|#Bundestag|#Frauenwahlrecht;;positive;Gleichberechtigung
larsklingbeil15510092401;larsklingbeil;TRUE;2019-02-24T11:54:00Z;Wir wollen den Klimaschutz voranbringen. Das haben wir klar in der Koalition vereinbart. Das ist unsere gemeinsame Verantwortung. Es ist gut, dass unsere Umweltministerin Svenja Schulze nun konkret los legt. Peter Altmaier sollte das auch tun. klimaschutz Friday For Future;47;232;75556;Munster, Niedersachsen, D;39;2019;2;8;18;76;;#klimaschutz|#FridayForFuture;;positive;Klimapolitik
larsklingbeil15585357601;larsklingbeil;TRUE;2019-05-22T14:36:00Z;Die FDP hat nichts verstanden. Bei der Grundrente geht es um Anerkennung und Respekt fuer Lebensleistung. Wer 35 Jahre gearbeitet hat, hat sie sich verdient. Das ist mehr als sozial! Deshalb: Moevenpick-Steuer abschaffen und das Geld in die Grundrente stecken. Zusammenhalt;12;97;75556;Munster, Niedersachsen, D;42;2019;5;21;21;89;;#Grundrente|#Zusammenhalt;;negative;Grundrente
larsklingbeil15596348401;larsklingbeil;TRUE;2019-06-04T07:54:00Z;Die ist die mitgliederstaerkste Partei lasst uns die Staerke nutzen. Ich freue mich, wenn sich moeglichst viele Mitglieder einbringen wir den besten Weg finden, den Vorsitz neu zu besetzen. Die naechste Zeit kann fuer alle SozialdemokratInnen richtig spannend werden.;44;333;71386;Munster, Niedersachsen, D;42;2019;6;23;22;91;;;@spdde;positive;Parteipolitik
larsklingbeil15638893801;larsklingbeil;TRUE;2019-07-23T13:43:00Z;Rechte Gewalttaeter sind eine reale Gefahr fuer unser Land! Die rassistische Tat in Waechtersbach ist der naechste traurige Beweis. Ich bin ueber diesen widerwaertigen Akt einfach fassungslos...;50;457;75556;Munster, Niedersachsen, D;27;2019;7;30;23;98;;#Waechtersbach;;negative;Rechtsextremismus
larsklingbeil15975604201;larsklingbeil;TRUE;2020-08-16T06:47:00Z;Freitag war ich in NRW unterwegs um ein wenig bei der Kommunalwahl zu unterstuetzen. Hat Spass gemacht! Geht am 13. September alle waehlen und ich haette da einen Tipp wo ihr das Kreuz gut machen koennt! SPD NRWSPD;13;123;71386;Munster, Niedersachsen, D;39;2020;8;33;36;154;;#SPD|#NRWSPD;;positive;Kommunalpolitik
lgbeutin15973879201;lgbeutin;TRUE;2020-08-14T06:52:00Z;Ausbau Erneuerbare (in den letzten 10 Jahren in Deutschland leider nicht wie notwendig vorangetrieben), plus ein Anteil an Gas (der aber auch, Stichwort Klimaneutralitaet) stetig sinken muss. Deutschland hat uebrigens eine Stromueberproduktion, die auch die Nachbarlaender nervt;0;8;6326;Kiel;43;2020;8;33;36;154;;;@derMichl|@Lvox_CHFNO|@LINKE_Klima|@Linksfraktion|@RLS_Klima;negative;Klimapolitik
lgbeutin15986977801;lgbeutin;TRUE;2020-08-29T10:43:00Z;In Kellinghusen bei Demo gg toennies: So stelle ich mir das vor, Tiersrechtsbewegung, Gewerkschafter*innen, Klimabewegung gemeinsam gg menschen- tierfeindliches System, gegen kapitalistische Ausbeutung. Schluss mit Massentierhaltung Fleischindustrie toenniesenteignen;5;33;6326;Kiel;33;2020;8;35;36;156;✊;#Kellinghusen|#toennies|#toenniesenteignen;;negative;Fleischindustrie
lgbeutin15995440801;lgbeutin;TRUE;2020-09-08T05:48:00Z;Jeder 8. stirbt an Umweltverschmutzung. Automafia hat betrogen, Milliardengewinne eingestrichen, Transformation verpennt. Scheuer tut alles gg. Verkehrswende. Jetzt wollen Autokonzerne kaufpraemie?! No way. Brauchen weniger Autos Ende Verbrennungsmotor Abfckpraemie;67;239;6326;Kiel;32;2020;9;37;37;158;✊;#Scheuer|#kaufpraemie|#Abfckpraemie;;negative;Automobilindustrie
lgbeutin15998139001;lgbeutin;TRUE;2020-09-11T08:45:00Z;Was Seehofer macht,ist kein Versehen, er will exakt diese zynische, unmenschliche Politik. Er hindert bewusst Laender Kommunen an Aufnahme von Gefluechteten aus Moria. In Worten ist er ein rechter Brandstifter, seine Taten folgen seiner Menschenfeindschaft. Seehofer Ruecktritt;84;280;6326;Kiel;39;2020;9;37;37;158;;#Seehofer|#Moria|#SeehoferRuecktritt;;negative;Seehofer
lgbeutin16013659801;lgbeutin;TRUE;2020-09-29T07:53:00Z;Die Beschaeftigten im Nahverkehr sind unverzichtbar, Ihnen gilt die volle Solidaritaet der meine ganze Pressemitteilung unter Streik Warnstreiks;10;53;5531;Kiel;21;2020;9;40;37;161;👇;#unverzichtbar|#Streik|#Warnstreiks;@Linksfraktion;positive;Arbeitsmarkt
lgbeutin16044781201;lgbeutin;TRUE;2020-11-04T08:22:00Z;Als Morales in Bolivien sich nach Stimm-Auszaehlung zum Sieger erklaerte, erkannte Trump das nicht an unterstuetzte Putsch. Jetzt erklaert er sich vor Vorliegen der Ergebnisse zum Sieger Demokratie in USA ist angegriffen, der Horrorclown zerstoert sie USElection2020;21;119;6326;Kiel;41;2020;11;45;39;166;😒;#Trump|#USElection2020;;negative;Trump
lgbeutin16046028601;lgbeutin;TRUE;2020-11-05T19:01:00Z;Das ist genauso eine These wie die von Identitaetspolitik: Trump betreibt im Prinzip vor allem Identitaetspolitik, Biden hat aber diesmal im Vergleich zu Clinton bei weissen Maennern gepunktet, aber bei Minderheiten verloren. Das duerfte manche Quatsch-These durcheinander bringen...;2;16;6326;Kiel;38;2020;11;45;39;166;;;;negative;Trump
lgbeutin16051832401;lgbeutin;TRUE;2020-11-12T12:14:00Z;Unfassbar! Verfassungsgericht macht Milliarden-Entschaedigungen durch Atomausstieg moeglich. Seit Strom-Privatisierung tanzen Vattenfall, RWECo. Politik und Allgemeinheit auf Nase herum. Ihre Gewinne gehen auf Kosten von Steuerzahler und Umwelt. Es reicht!;47;195;6326;Kiel;33;2020;11;46;39;167;;#Verfassungsgericht|#Atomausstieg;@Linksfraktion:;negative;Steuerpolitik
lgbeutin16056297001;lgbeutin;TRUE;2020-11-17T16:15:00Z;Zum einen fuehren wir die inhaltliche Auseinandersetzung, zum anderen ist halt jemand, der gemeinsam mit Nazis auf die Strasse geht, jemand, der kein Problem mit Nazis hat. Und das ist ein Problem, s.o.;0;3;6326;Kiel;36;2020;11;47;39;168;;;@VPopapie|@BAntifaschismus|@lag_antifa;negative;Querdenker
lgbeutin16087135201;lgbeutin;TRUE;2020-12-23T08:52:00Z;Dem Druck von Oeffentlichkeit antifa ist zu verdanken, dass es Erfolg bei seit 2016 andauernden Nazi-Anschlaegen in Neukoelln gibt, einer der beiden Verhafteten ist ein langjaehriger AfD-Kader. Im Zweifel sind die Braun-Blauen offenbar bereit zu faschistischem Terror. no Af D;20;74;6326;Kiel;40;2020;12;52;40;173;;#antifa|#Neukoelln|#noAfD;;negative;AfD
lothar_binding15367298401;lothar_binding;TRUE;2018-09-12T05:24:00Z;Danke - klare Worte gerade im Bundestag. Wir Demokraten muessen gemeinsam aufstehen gegen Hetze - auch gegen das Aufruesten der Sprache der Rechten. Standing Ovations im Hohen Haus. wirsindmehr Gauland;31;197;6988;Heidelberg & Berlin;29;2018;9;37;13;52;;#Bundestag|#Hetze|#wirsindmehr|#Gauland;@MartinSchulz;positive;Zusammenhalt
m_schieder16013017801;m_schieder;TRUE;2020-09-28T14:03:00Z;Solidaritaet! Wir stehen an der Seite der Arbeitnehmerinnen und Arbeitnehmer! Stellenabbau und Betriebsschliessungen sind keine Loesung! Continental Vitesco;1;3;362;"";19;2020;9;39;37;160;;#Solidaritaet|#Continental|#Vitesco;;positive;Arbeitsmarkt
markuskurthmdb15868571401;markuskurthmdb;TRUE;2020-04-14T09:39:00Z;Der Plan der Bundesregierung, die Grundrente zum 1. Januar 2021 an alle auszuzahlen, ist angesichts der Corona-Krise noch unrealistischer geworden.;0;0;3559;Berlin;21;2020;4;16;32;137;;#Grundrente|#Corona;;negative;Grundrente
martinarenner15367639201;martinarenner;TRUE;2018-09-12T14:52:00Z;Im Verhalten von Maassen zeigt sich seine Verachtung fuer Demokratie, Parlament und Presse und seine Naehe zur autoritaeren Rechtsentwicklung und seiner Protagonisten. Er ist in seinem Amt nicht mehr tragbar - nicht erst nach seinen Aeusserungen zu Chemnitz.;88;280;20612;Berlin und Erfurt;38;2018;9;37;13;52;;#Maassen|#Chemnitz;;negative;Maassen
martinarenner15479730001;martinarenner;TRUE;2019-01-20T08:30:00Z;Wenn VS bei Vorbereitung von Straftaten wegsieht, dann ist mit Sicherheit Quellenschutz im Spiel. Und im LKA Berlin muessen endlich rechte Seilschaften ausgemacht und rausgeworfen werden. Vielleicht klappt es dann mit Strafverfolgung bei Neonazis und Schutz der Opfer. Neukoelln;63;97;19587;Berlin und Erfurt;40;2019;1;3;17;71;;#VS|#Neukoelln;;negative;Verfassungsschutz
