last_name;first_name;wahlkreis_name;party;bundesland;unemployment_rate;share_pop_migration;username;followers_count;created_at;full_text;favorite_count;retweet_count;label
Hänsel;Heike;Tübingen;linke;Baden-Wuerttemberg;3.1;22.4;HeikeHaensel;7921;2020-06-29T10:16:00Z;"Unkontrollierte Exporte v. #Ifex3000-Pistolen sind anges. Berichten über missbräuchlichen Einsatz durch  #Carabineros in #Chile skandalös. Die Exportpraxis muss &amp; wird rechtlich geprüft werden. Polizeikooperation mit #Piñera-Führung muss gestoppt werden. https://t.co/7tEFoiKeD3";6;2;negative
Kindler;Sven-Christian;Stadt Hannover II;gruene;Niedersachsen;7.2;24.1;sven_kindler;15868;2020-06-29T12:31:00Z;"Ach, guck an. Unter 2 gibt die Bundesregierung zu, dass der Bund bei der #Lufthansa einen schlechten Deal gemacht hat. Mit den vielen Miliarden hätte man deutlich mehr als nur 20% der Anteile erhalten müssen. Aber neoliberale Ideologie war der Regierung wichtiger 
@derspiegel https://t.co/q7wucsKlCz";44;10;negative
Kühn (Tübingen);Christian;Tübingen;gruene;Baden-Wuerttemberg;3.1;22.4;ChrisKuehn_mdb;3237;2020-06-30T06:29:00Z;Ich finde dieses #Journalisten #bashing unsäglich und unangemessen. @hausundgrund_de sollte sich wirklich überlegen, ob dass in dieser Zeit der Polarisierung die richtige #Kommunikation ist. https://t.co/i6PmyUrSWc;5;1;negative
Birkwald;Matthias W.;Köln II;linke;Nordrhein-Westfalen;8.5;32.3;MWBirkwald;4762;2020-06-30T08:08:00Z;@johnnyweston12 DIE LINKE war nie an der Absenkung des Rentenniveaus beteiligt! Und zum Mindestlohn: Er muss hoch genug sein, dass niemand Vollzeit arbeitet und davon oder von der Rente nicht leben kann. Ein höherer Mindestlohn sorgt aber auch dafür, dass andere Löhne steigen.;1;0;positive
Hunko;Andrej;Aachen I;linke;Nordrhein-Westfalen;8.2;24.6;AndrejHunko;9259;2020-07-01T07:57:00Z;"In #Slowenien wurde der Wirtschaftsminister verhaftet, aus Protest dagegen traten der Innenminister und der Polizeichef zurück: Deren Rechtsregierung sträubt sich gegen Korruptionsermittlungen zum Kauf von #Corona-Schutzausrüstung.
https://t.co/VsJEfJanTG";2;1;positive
Schwarz;Andreas;Bamberg;spd;Bayern;3.4;12.5;Schwarz_MdB;4051;2020-07-01T10:31:00Z;@ZDFheute Passt doch zum Gesamteindruck dieser Bank. Von Cum-Ex bis weltweiten Strafen für die Verfehlungen dieser Bank. Für die Allgemeinheit hat die Finanzwelt oft nicht viel übrig. Warum nutzt man nicht mal eine Gelegenheit zu zeigen, dass es auch anders geht. Schade ....#DeutscheBank;1;0;negative
Paus;Lisa;Berlin-Charlottenburg-Wilmersdorf;gruene;Berlin;9.4;24.1;LisaPaus;9024;2020-07-02T10:16:00Z;"125 Mrd. € Transaktionen &amp; #Dax-Unternehmen und keiner fühlt sich für die #Geldwäsche-Aufsicht zuständig?!? 🤯

Das sind nicht Lücken, dass sind KRATER bei der #Wirecard #Aufsicht

Das allein ist schon ein #Skandal...

@MarcusTheurer 
https://t.co/ra0eGeKo6q https://t.co/H2z8bYKjl3";12;5;negative
Dröge;Katharina;Köln III;gruene;Nordrhein-Westfalen;8.5;32.3;katdro;6180;2020-07-02T10:50:00Z;"Mir fehlen die Worte! ⁦#Gabriel wusste haargenau, wie katastrophal die Arbeitsbedingungen in der Schlachtindustrie sind, als er sich von #Tönnies bezahlen ließ

Gekauft: Sozialdemokrat Gabriel beriet Fleischmogul Tönnies | Das Erste - Panorama - Sendung https://t.co/EhAYZMMJYa";6;1;negative
Schneider (Erfurt);Carsten;Erfurt – Weimar – Weimarer Land II;spd;Thueringen;6.8;6.6;schneidercar;12832;2020-07-02T11:34:00Z;Jahrelang haben wir für sie gekämpft – nun ist die #Grundrente beschlossen. 💪Gerade ostdeutsche Frauen profitieren davon. Viele kommen mit einer schmalen Rente gerade so über die Runden. Für sie machen schon 50 oder 100 Euro mehr im Monat einen großen Unterschied. #StolzwieBolle https://t.co/eb0MF8wRz5;45;5;positive
Brandner;Stephan;Erfurt – Weimar – Weimarer Land II;afd;Thueringen;6.8;6.6;stbrandner;13534;2020-07-03T09:25:00Z;"Unsägliche Zustände im #Bundestag: Linke Abgeordnete lassen Chaoten ins Gebäude, die rumbrüllen, Flugblätter werfen (gestern), sich vom Gebäude abseilen (heute). Unser 1. PGF Baumann hat dazu gerade eine Sondersitzung des #Ältestenrat beantragt. Findet in ca. 1 Std. statt.
#AfD";885;247;negative
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2020-07-03T14:24:00Z;Wie kann ein Land der Welt auf die Idee kommen, Menschen, die sich für #Menschenrechte einsetzen, einzusperren? Wie könnt Ihr Menschen von #amnestyinternational einsperren, #Türkei? Das ist so bitter, so niederträchtig und so sehr zum Schämen. #TanerKilic #IdilEser #FreeThemAll;20;1;negative
Esken;Saskia;Calw;spd;Baden-Wuerttemberg;3.4;23;EskenSaskia;77726;2020-07-07T02:24:00Z;Wenn ich sage: „... würde ich es sehr begrüßen, wenn (wir) all denen, die ... ein soziales Dienstjahr leisten wollen, auch einen Platz (anbieten)“ und daraus entsteht die Meldung „SPD-Chefin offen für Pflichtjahr im Dienst der Allgemeinheit“, dann ist was schiefgelaufen, oder?;6350;400;negative
Hess;Martin;Ludwigsburg;afd;Baden-Wuerttemberg;3.5;29;Martin_Hess_AfD;6574;2020-07-07T10:45:00Z;"Arbeitet @BDK_Bund für Kriminalpolizisten oder für polizeifeindliche Ideologen? @fiedelseb fordert ernsthaft Untersuchung über angeblichen #Rassismus. Schluss damit – Polizisten dürfen nicht aus ideologischen Motiven bei der Arbeit behindert werden!
https://t.co/7Wsm0BumVR";18;5;negative
Braun;Jürgen;Waiblingen;afd;Baden-Wuerttemberg;3.4;24.8;JuergenBraunAfD;3188;2020-07-09T13:30:00Z;"#FakeNews haben drei Buchstaben: #ZDF 

In Sachen Propaganda und #Corona-#Panik gibt es keine Grenzen. 
Wie in #totalitären Staaten: Unter #Merkel ist alles toll, im Ausland aber alles schrecklich. 
Besonders natürlich bei #Trump...

#ARDZDF #Medien #GEZ

https://t.co/t18b4g2Iqy";20;10;negative
Esken;Saskia;Calw;spd;Baden-Wuerttemberg;3.4;23;EskenSaskia;77726;2020-07-10T05:12:00Z;@alexander_jorde @cducsubt Ich finde es nur gerecht, dass die Arbeit insbesondere der Pflegekräfte in Zeiten von Corona durch Prämien anerkannt wird. Mit der gesetzlichen Regelung der Prämien für Altenpflegekräfte haben wir sichergestellt, dass sie nicht auf Kosten der Pflegebedürftigen gezahlt werden.;22;2;positive
Barrientos;Simone;Würzburg;linke;Bayern;3;16.3;SBarrientosK;1551;2020-07-10T13:31:00Z;@Shadowkniff09 Und bei Ihrem Argument vom Nullsummenspiel und der Neiddebatte gehe ich nicht mit: ich kann gleichzeitig mehr Unterstützung für Soloselbständige und höhere Löhne für Menschen in Pflegeberufen fordern.;0;0;positive
Röttgen;Dr. Norbert;Rhein-Sieg-Kreis II;cdu_csu;Nordrhein-Westfalen;5.2;22.1;n_roettgen;44703;2020-07-11T05:16:00Z;"Heute jährt sich das schreckliche Massaker von #Srebrenica zum 25. Mal - nicht nur trauriger Gedenktag, sondern auch Weckruf, unsere internationale #Schutzverantwortung nicht zu vergessen &amp; uns unerbittlich in Konflikten wie #Syrien für den Schutz von Zivilisten einzusetzen. #R2P";166;27;negative
Baerbock;Annalena;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;gruene;Brandenburg;6;6.3;ABaerbock;107693;2020-07-11T08:19:00Z;Erinnerung an #Srebrenica - kaum zu ertragen. Ein Völkermord mitten in Europa, jahrelange Verbrechen gegen die Menschlichkeit, „ethnische Säuberung“, Vergewaltigung als Kriegswaffe ... #Srebrenica25YearsOn Mahnung für uns alle.  https://t.co/tgmspUPwwR;405;83;negative
;;;;;;;gtzfrmming;14576;2020-07-12T18:06:00Z;"Die Grünen wollen Ärzte zur Abtreibung zwingen, also Leben auszulöschen, statt es zu bewahren. 

Das pervertiert die ärztliche Ethik ins Gegenteil, wie sie im Eid des Hippokrates zum Ausdruck kommt. #Abtreibung https://t.co/tlhbJ5D5aZ";73;15;negative
Gohlke;Nicole;München-Süd;linke;Bayern;4.5;34.3;NicoleGohlke;7685;2020-07-13T07:12:00Z;"Die #Polizei hat ein #Rechtsterror-Problem in den eigenen Reihen. Wenn #Neonazi-Polizisten wiederholt Menschen mit dem Tode bedrohen können, ist das kein Kavaliersdelikt, sondern Staatsversagen. 
Und noch immer fehlen unabhängige Kontrollgremien. 
https://t.co/SNK8oJCT7d";12;0;negative
Peterka;Tobias Matthias;Bayreuth;afd;Bayern;4.3;13.7;TobiasMPeterka;1464;2020-07-13T15:00:00Z;"(Erneut) #Randale von #Linksextremen (#Antifa-#Terroristen &amp; Co.) in #Friedrichshain/#Berlin.  Hart durchgreifen, statt maßlose #Verharmlosung! #Rigaer94 #Liebig34 #RigaerStraße  / Q: https://t.co/O2lOhFll4g https://t.co/P40THjYlfX";4;2;negative
Hoffmann;Dr. Christoph;Lörrach – Müllheim;fdp;Baden-Wuerttemberg;3.3;22.1;HoffmannForest;1258;2020-07-13T16:41:00Z;Spahn ist unerfahren und kauft viel zu viele Geräte, die nicht zu Hälfte ausgeliefert sind. Mal eben für 150 Mio. ohne Ausschreibung. BMZ kann die für Afrika übernehmen. ⁦@Welthungerhilfe⁩ ⁦@dunjahayali⁩  https://t.co/YKUzMPHzyu;0;0;negative
Notz;Dr. Konstantin von;Herzogtum Lauenburg – Stormarn-Süd;gruene;Schleswig-Holstein;4.8;12.7;KonstantinNotz;69550;2020-07-16T06:37:00Z;Das Agieren der Bundesregierung in Sachen Daten- und PrivatsphäreSchutz der Bürgerinnen und Bürger im@Hinblick auf die Übermacht der großen TechKonzerne ist seit vielen Jahren einfach unterirdisch, zynisch und ignorant. https://t.co/AFrz0GnJ2L;31;6;negative
Movassat;Niema;Oberhausen – Wesel III;linke;Nordrhein-Westfalen;10;22.4;niemamovassat;20961;2020-07-17T05:55:00Z;"#BVerfG: Die #Bestandsdatenauskunft in ihrer derzeitigen Form ist #verfassungswidrig. Der Gesetzgeber muss Rechtsgrundlagen mit höheren Eingriffsschwellen und Rechtsschutzmöglichkeiten schaffen. #Bundesverfassungsgericht

https://t.co/3DH2wenUXK";25;6;negative
Notz;Dr. Konstantin von;Herzogtum Lauenburg – Stormarn-Süd;gruene;Schleswig-Holstein;4.8;12.7;KonstantinNotz;69550;2020-07-17T07:07:00Z;Bei der Verfassungswidrigkeit von Sicherheitsgesetzen geht es lang schon nicht mehr um #Einzelfälle Die Ignoranz der #GroKo gegenüber den Freiheitsrechten im Digitalen Zeitalter ist strukturell. #Bestandsdaten;117;41;negative
Riexinger;Bernd;Stuttgart II;linke;Baden-Wuerttemberg;5;38.6;b_riexinger;38584;2020-07-17T09:18:00Z;Ich bin ja großer #VfB-Fan, aber warum bekommt ein Verein, der Millionengehälter zahlt, Hilfen aus dem Coronatopf? Viele Menschen sind arbeitslos und Selbstständige kämpfen um ihre Existenz. Da sind #Staatshilfen für den #Fußball grundfalsch! #Stuttgart https://t.co/LHXjLnX563;139;25;negative
Hollnagel;Dr. Bruno;Herzogtum Lauenburg – Stormarn-Süd;afd;Schleswig-Holstein;4.8;12.7;DrHollnagel;668;2020-07-19T07:19:00Z;Mit ihrer #Negativzins-Politik treibt die #EZB ein gefährliches Spiel. Sie suggeriert, das Geld würde reichen. Überfällige Lösungsansätze werden gar nicht erst gedacht. Das Experiment wird scheitern. Die Schäden werden die Vorstellungskraft übersteigen. https://t.co/F48aBgIWj5 https://t.co/HH8NEikPfC;4;2;negative
Storch;Beatrix von;Berlin-Mitte;afd;Berlin;9.4;24.1;Beatrix_vStorch;61329;2020-07-19T10:14:00Z;Die #partyundeventszene in #Frankfurt ähnelt also der von #Stuttgart: „hoher Migrationsanteil, betrunken und hoch aggressiv.“ Aber hey! Daß mir jetzt keiner sagt, wir haben ein Problem mit Migranten. #WannWachtDiesesVolkEndlichAuf;2123;459;negative
Lauterbach;Prof. Dr. Karl;Leverkusen – Köln IV;spd;Nordrhein-Westfalen;8.5;32.2;karl_lauterbach;268502;2020-07-20T11:27:00Z;USA steuern auf menschliche Katastrophe zu. Täglich sterben schon etwa 1.000 an Covid-19. Das Rettungspaket der Wirtschaft läuft aus obwohl die Pandemie noch unkontrolliert. Wegen laufender Kredite und Rechnungen müssen bald viele in riskante Arbeit zurück, was Pandemie verstärkt https://t.co/gUzncYa9fx;1431;232;negative
Maier;Prof. Dr. Lothar;Stuttgart II;afd;Baden-Wuerttemberg;5;38.6;ProfMaier;2502;2020-07-21T05:27:00Z;"Wie es aussieht, war es wieder ein #Migranten-Mob, der zugeschlagenen hat. Tatort #Frankfurt. Ein regelrechter Flaschen-Regen auf deutsche Polizeibeamte. #Wer Polizisten angreift, greift die #Bundesrepublik #Deutschland an.

https://t.co/WnzM5r3U9p https://t.co/Dw9EXMtf0a";5;1;negative
;;;;;;;alice_weidel;107349;2020-07-21T06:00:00Z;"#Merkel betreibt einmal mehr Europapolitik gegen die Interessen der deutschen Bürger und Steuerzahler, um sich als """"""""große Europäerin"""""""" feiern zu lassen. Rechts- und Verfassungsbruch wird in Kauf genommen. Merkel und #Macron sind die Totengräber der Demokratie in #Europa! #EUGipfel https://t.co/qizNdWpjAD";2601;762;negative
Gehring;Kai;Essen III;gruene;Nordrhein-Westfalen;11.9;24.5;KaiGehring;9738;2020-07-22T05:41:00Z;Während in der Pandemie-Krise die ganze Welt gespannt auf die #Wissenschaft blickt, beschließen die europäischen Regierungschefs Kürzungen für die #Forschung. Das ist paradox, zukunftsvergessen und ein schwerer Fehler, der uns noch teuer zu stehen kommen wird. #EUGipfel;28;5;negative
Özoğuz;Aydan;Hamburg-Wandsbek;spd;Hamburg;7.1;28.3;oezoguz;19092;2020-07-23T05:12:00Z;Ich schreibe Ihnen in meiner Antwort, dass ich sehr wohl sehe, dass bei diesem Kompromiss keine Seite vollends zufrieden sein wird. Natürlich müssen Sie nicht zustimmen. Aber was soll dieses einseitige an denPranger stellen? Das kenne ich bisher nur von der AfD. Kein guter Stil. https://t.co/S5EZARtgbA;9;0;negative
Röttgen;Dr. Norbert;Rhein-Sieg-Kreis II;cdu_csu;Nordrhein-Westfalen;5.2;22.1;n_roettgen;31494;2020-07-26T09:49:00Z;"Was wir in #Stuttgart &amp; #Frankfurt erlebt haben, sind junge Männer mit extremer Gewaltbereitschaft. Hier tut sich ein Riss in der Gesellschaft auf, den wir nicht durch deplatziertes #Polizei Bashing überwinden, sondern durch Prävention, Polizeipräsenz &amp; Strafverfolgung. #Dreyer";217;34;negative
Janecek;Dieter;München-West/Mitte;gruene;Bayern;4.5;34.3;DJanecek;11488;2020-07-26T16:30:00Z;Freiheitseinbußen gerade von jungen Menschen in der #CoronaKrise sind immens. Der übergroße Teil verhält sich auch beim Feiern sehr verantwortungsbewusst. Ausnahmen bestätigen die Regel. Aufgabe von Politik ist es, Angebote zu schaffen, sonst sinkt irgendwann die Akzeptanz. https://t.co/6YDd30O47M;13;3;negative
Schwabe;Frank;Recklinghausen I;spd;Nordrhein-Westfalen;10.5;20.1;FrankSchwabe;6831;2020-07-27T08:23:00Z;"Das gesellschaftliche Klima vergiften und die Menschen gegeneinander hetzen. Aber in der Sache nichts zur Lösung der Probleme beitragen. Das ist das Gift des #Rechtspopulismus. #Corona #Seenotrettung #Italien #Refugees 
https://t.co/S6ByfTuRMG";1;1;negative
Dağdelen;Sevim;Bochum I;linke;Nordrhein-Westfalen;9.9;23.5;SevimDagdelen;34257;2020-07-27T09:58:00Z;Unerträglich, dass #Bureg weiter #Waffenexporte in die #USA genehmigt, obwohl inzwischen bekannt wurde, dass durch rassistische Gewalt in Kritik geratene US-Polizeibehörden Dt. Waffen haben. Nein zur US-Polizeigewalt durch «Made in Germany»-Ausrüstung!  https://t.co/0CtUu2qa9v;71;24;negative
Bartsch;Dr. Dietmar;Rostock – Landkreis Rostock II;linke;Mecklenburg-Vorpommern;8.9;5.5;DietmarBartsch;62978;2020-07-29T10:30:00Z;Es ist gut, dass die #USA beim #Truppenabzug nun Nägel mit Köpfen machen. Bitte, vergesst Eure #Atomwaffen nicht! Bund und Länder dürfen keine Zeit verstreichen lassen, um eine sinnvolle und nahtlose zivile Nutzung der ehemaligen US-Stützpunkte zu ermöglichen. https://t.co/RnRhEjYL3d;696;124;positive
Braun;Jürgen;Waiblingen;afd;Baden-Wuerttemberg;3.4;24.8;JuergenBraunAfD;3188;2020-07-30T09:03:00Z;Erst hat die #Bundesregierung #Corona entgegen der Warnungen der #AfD ignoriert, dann mit dem #Lockdown maßlos überzogen. Die Rechnung für dieses #Regierungsversagen ist nun amtlich: https://t.co/10m3wydeLL;26;9;negative
Bause;Margarete;München-Ost;gruene;Bayern;4.5;34.3;MargareteBause;6874;2020-07-31T11:27:00Z;Mit atemberaubender Geschwindigkeit werden in #HongKong die demokratischen Grundrechte außer Kraft gesetzt. In einem Jahr werden die meisten Demokratieverteidiger*innen im Gefängnis sitzen. Wo bleibt die schnelle und klare Verurteilung durch BReg und EU? #HongKongMatters https://t.co/w8laqS66R8;1079;905;negative
Roth (Heringen);Michael;Werra-Meißner – Hersfeld-Rotenburg;spd;Hessen;5.2;14;MiRo_SPD;35028;2020-08-01T05:26:00Z;@cdurlp Shame on you, @cdurlp! Bei solchen peinlichen Tweets kann man nur hoffen, dass die #CDU niemals den Job übernimmt, den die wunderbare Malu Dreyer so erfolgreich ausfüllt.;794;35;negative
Esken;Saskia;Calw;spd;Baden-Wuerttemberg;3.4;23;EskenSaskia;81923;2020-08-01T09:07:00Z;Tausende #Covidioten feiern sich in #Berlin als „die zweite Welle“, ohne Abstand, ohne Maske. Sie gefährden damit nicht nur unsere Gesundheit, sie gefährden unsere Erfolge gegen die Pandemie und für die Belebung von Wirtschaft, Bildung und Gesellschaft. Unverantwortlich!;20172;2290;negative
Schummer;Uwe;Viersen;cdu_csu;Nordrhein-Westfalen;6.7;16.8;UweSchummer;8549;2020-08-01T12:52:00Z;@oida_grantler @HollsteinM Die Regeln gelten für alle. Warum relativieren Sie das Recht?;2;0;negative
Braun;Jürgen;Waiblingen;afd;Baden-Wuerttemberg;3.4;24.8;JuergenBraunAfD;3188;2020-08-03T03:42:00Z;"Das gezielte Verbreiten von #Corona-#Panik dient immer stärker nur einem Zweck: Friedlichen Bürgern soll #Angst gemacht werden. Die #Verfassungsfeinde sitzen in Altparteien und bei #ARDZDF!
Gewalttätige Mobs von #Antifa und #BLM dürfen alles, friedliche Familien nichts!

#b0108 https://t.co/St3pESKnRH";19;8;negative
Gelbhaar;Stefan;Berlin-Pankow;gruene;Berlin;9.4;24.1;StefanGelbhaar;6537;2020-08-03T07:24:00Z;Richtige Gedanken in der Taz. Verkehrswende in den Außenbezirken gibt es nicht für lau. https://t.co/m6omoBS2Dq;13;5;positive
Hitschler;Thomas;Südpfalz;spd;Rheinland-Pfalz;4.5;17.9;thomashitschler;4561;2020-08-04T04:37:00Z;Jetzt auf dem Weg zu einer spannenden Tour. Erst geht es zu @larsklingbeil nach #Munster, um mit ihm und vielen vielen anderen über die #Bundeswehr zu sprechen. Danach mit der @DB_Bahn nach #Berlin zur Hospitation beim #BND (!!!);25;0;positive
Hirte;Prof. Dr. Heribert;Köln II;cdu_csu;Nordrhein-Westfalen;8.5;32.3;HHirte;6110;2020-08-04T19:10:00Z;Die Bilder aus #Beirut machen sprachlos und traurig. Meine Gedanken sind bei den vielen unschuldigen Opfern, die jäh aus dem Leben gerissen wurden, bei den Verletzten und bei ihren Angehörigen. https://t.co/XoNAAuUjBk;46;3;negative
Gelbhaar;Stefan;Berlin-Pankow;gruene;Berlin;9.4;24.1;StefanGelbhaar;6537;2020-08-05T17:01:00Z;@MonikaHerrmann1 Wobei ich es schon gut finde, wenn Fahrräder sehr leicht sind. 5,8 kg - oder das Antrak mit rd. 3 kg - Carbon ist interessant.;2;0;positive
Liebich;Stefan;Berlin-Pankow;linke;Berlin;9.4;24.1;berlinliebich;24824;2020-08-06T06:59:00Z;"Die Menschenrechte und das Völkerrecht müssten uneingeschränkt gelten. """"""""Ihr dürft nicht die Objektivität verlieren"""""""", habe er den Unerbittlichen in seiner Partei immer wieder gesagt.

@GregorGysi in @DIEZEIT. 

Guter Mann.";56;8;positive
Hahn;Florian;München-Land;cdu_csu;Bayern;2.7;22.7;hahnflo;6183;2020-08-07T11:48:00Z;"#LoveIsEssential, weshalb ich mich über die Entscheidung des @BMI_Bund sehr freue! V.a. aber freut es mich für die (zu) vielen Paare, die durch Corona getrennt wurden. Von Herzen wünsche ich ihnen ein glückliches &amp; schönes Wiedersehen!
#LoveIsNotTourism https://t.co/zRTu0dNPKb";16;4;positive
Notz;Dr. Konstantin von;Herzogtum Lauenburg – Stormarn-Süd;gruene;Schleswig-Holstein;4.8;12.7;KonstantinNotz;67615;2020-08-08T10:48:00Z;@Puettmann_Bonn @DLF Eine ziemlich verrückte Gruppe von wenigen tausend Leuten zieht mit abwegigen bis abstoßenden Argumenten durch die Gegend und hat null Rückhalt in der Bevölkerung. Berichtenswert daran erscheint vor allem die esoterische bis faschistische Wissenschaftsfeindlichkeit dieser Leute.;41;2;negative
Röttgen;Dr. Norbert;Rhein-Sieg-Kreis II;cdu_csu;Nordrhein-Westfalen;5.2;22.1;n_roettgen;44703;2020-08-10T09:57:00Z;Keine Überraschung. Die #SPD hatte schon einige #Kanzlerkandidaten, die nicht zur Partei und ihrer Richtung passten. Das macht auch #Scholz zu einer taktischen Lösung, die nicht glaubwürdig ist.;93;7;negative
Müller;Bettina;Main-Kinzig – Wetterau II – Schotten;spd;Hessen;4.6;22.5;BetMueller;2874;2020-08-11T08:47:00Z;Super! 💪🏻 Ich bin überzeugt: mit @OlafScholz' Erfahrung und Besonnenheit, einem mutigen, progressiven Regierungsprogramm und einer geschlossenen @spdde werden wir deutlich besser abschneiden, als viele uns das derzeit zutrauen. Freue mich auf den Wahlkampf 2021!🌹#Kanzlerkandidat https://t.co/TQKsJ9imuZ;34;4;positive
Gehring;Kai;Essen III;gruene;Nordrhein-Westfalen;11.9;24.5;KaiGehring;9738;2020-08-12T08:39:00Z;Schande für den #Bundestag: der käufliche #FDP-MdB Gero #Hocker. Er posiert in Werbe-Videos mit Lobbyisten, produziert von der Agentur seiner Mitarbeiter. Die Produktion zahlen die Lobbyisten. Hockers letzte dreiste Rede pro Tabakwerbung nun noch dreister. https://t.co/8RIuQz3lUp;4;1;negative
Kipping;Katja;Dresden I;linke;Sachsen;7.1;7.3;katjakipping;119692;2020-08-12T11:11:00Z;"Durch die #Corona-Krise sind Menschen auf Sozialleistungen angewiesen, die bisher keine Erfahrungen mit dem #Hartz4-System machen mussten. Sie erfahren nun dessen Tücken &amp; grundlegenden Fehler. Hubertus Heil blockiert leider überfällige Erleichterungen.  https://t.co/93akg6PRvK";44;13;negative
Braun;Jürgen;Waiblingen;afd;Baden-Wuerttemberg;3.4;24.8;JuergenBraunAfD;3188;2020-08-13T20:05:00Z;"Panik-#Latif + Panik-#Lauterbach. Wie irre ist #ZDF 2020?
Wie unwissenschaftlich Latif #Klimapanik verbreitet: """"""""#Rekordhitze"""""""" in #Lingen ist #FakeNews! Latif und #Lanz labern trotzdem von diesen falschen Werten. Standort Lingen ist ungeeignet. Ideologe Latif ignoriert die Fakten! https://t.co/OGYytSIYM6";33;11;negative
Gehring;Kai;Essen III;gruene;Nordrhein-Westfalen;11.9;24.5;KaiGehring;9738;2020-08-14T04:46:00Z;"Krasser Fall von Doppelmoral: Bundesregierung erteilt keine Visa für internationale #Studierende für ein Onlinestudium in Deutschland. 

Ähnliche Pläne von #Trump hatte man scharf kritisiert. Nehmen Sie diese Hürde zurück, @AnjaKarliczek, @HeikoMaas!
https://t.co/2ZLHuIw3sX";267;59;negative
Beutin;Lorenz Gösta;Plön – Neumünster;linke;Schleswig-Holstein;6.9;10.8;lgbeutin;6326;2020-08-14T06:52:00Z;@derMichl @Lvox_CHFNO @LINKE_Klima @Linksfraktion @RLS_Klima Ausbau Erneuerbare (in den letzten 10 Jahren in Deutschland leider nicht wie notwendig vorangetrieben), plus ein Anteil an Gas (der aber auch, Stichwort Klimaneutralität) stetig sinken muss. Deutschland hat übrigens eine Stromüberproduktion, die auch die Nachbarländer nervt 🤷🏼;8;0;negative
Lauterbach;Prof. Dr. Karl;Leverkusen – Köln IV;spd;Nordrhein-Westfalen;8.5;32.2;karl_lauterbach;268502;2020-08-14T08:42:00Z;(2) RT-LAMB Test als SchnellPCR, in UK schon zugelassen, bringt Testergebnisse mit sehr guter Sensitivität in 75 min. Ist für weniger als 10€ durchführbar, weniger Reagenzien, nicht auf Labore angewiesen. Auch sind mittlerweile Antigen-Tests zum Selbsttesten kurz vor Zulassung;166;22;positive
Gehring;Kai;Essen III;gruene;Nordrhein-Westfalen;11.9;24.5;KaiGehring;9738;2020-08-15T18:20:00Z;"Was für ein dumpfer Populismus, @jensspahn!

👉🏻 Wo genau auf Mallorca sind diese Partys? Da sind doch fast alle Locations &amp; Gastro dicht! 
👉🏻 Wie viel % der Spanien-Urlauber sind Partyurlauber? Welche Statistik liegt @BMG_Bund dazu vor?
👉🏻 Wovon will Minister ablenken?

#Spahn https://t.co/v5E2aan3ff";5;0;negative
Klingbeil;Lars;Rotenburg I – Heidekreis;spd;Niedersachsen;5.7;12.8;larsklingbeil;71386;2020-08-16T06:47:00Z;Freitag war ich in NRW unterwegs um ein wenig bei der Kommunalwahl zu unterstützen. Hat Spaß gemacht! Geht am 13. September alle wählen und ich hätte da einen Tipp wo ihr das Kreuz gut machen könnt! #SPD #NRWSPD https://t.co/9FVRkgw0BR;123;13;positive
Korte;Jan;Anhalt;linke;Sachsen-Anhalt;9.2;3.3;jankortemdb;24657;2020-08-18T06:36:00Z;In Deutschland landen pro Jahr 11 Mio. Tonnen Essen auf dem Müll – fast eine LKW-Ladung pro Minute. Trotzdem wird #Containern weiterhin als Straftat geahndet. Eine Ungerechtigkeit sondergleichen! Wenn das @BVerfG nicht entscheiden möchte, muss die Koalition endlich handeln! https://t.co/5DyMN0trhr;181;35;negative
Kiziltepe;Cansel;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;spd;Berlin;9.4;24.1;CanselK;7155;2020-08-20T19:21:00Z;Erst reden sich #startups damit raus, sie seien zu frisch und risikobehaftet. Doch auch wenn sie erfolgreich werden, stemmen sie sich offenbar gegen #Mitbestimmung! #wirecard-ein spektakulärer Fall. Kein Einzelfall @n26 Daher: Staatsgeld nur da, wo Respekt ggü Arbeitnehmerschaft! https://t.co/lzu6TJsfuR;28;5;negative
Bareiß;Thomas;Zollernalb – Sigmaringen;cdu_csu;Baden-Wuerttemberg;3.4;22.3;Thomas_Bareiss;13012;2020-08-21T03:18:00Z;Eine Ergänzung zum Problem Zigarettenkippen: Ich finde es total daneben, wenn jemand seine Kippen einfach auf den Boden wirft. 👎Oder ich hab auch schon Autofahrer gesehen, die ihren kompletten Aschenbecher einfach auf einem Parkplatz auf den Boden leeren. Schlichtweg asozial.;16;0;negative
Bartsch;Dr. Dietmar;Rostock – Landkreis Rostock II;linke;Mecklenburg-Vorpommern;8.9;5.5;DietmarBartsch;65116;2020-08-22T11:54:00Z;"Nicht die Pensionen sind zu hoch, sondern viele Renten zu niedrig.
Millionenfache Altersarmut droht. Wir brauchen eine Rentenkasse, in die ALLE einzahlen. Andere EU-Länder sichern ihre Bürger über die gesetzliche #Rente deutlich besser ab als wir. @RND_de https://t.co/vKBkOjPZoI";485;129;negative
