doc_id;full_text
margit_stumpp16007585541;Grosser Schulgipfel im Kanzleramt und alles bleibt beim alten. Ich vermisse weiterhin eine unbuerokratische digitale Grundausstattung aller Schulen, eine Bundeszentrale fuer digitale und Medienbildung sowie ein klares Bekenntnis zu einem Digitalpakt Plus.
margit_stumpp16012795171;Die tuerkische Justiz stellt sich einmal mehr und in erschreckender Deutlichkeit in den Dienst des menschenrechtsverachtenden Kurses von Praesident Erdogan und seiner AKP-Regierung. HDPSusturulamaz HDP
margit_stumpp16062994591;Zum heutigen Internationalen Tag gegen Gewalt an Maedchen und Frauen: Wir muessen jeden Tag dafuer kaempfen, dass die Menschenrechte von Frauen und Maedchen eingehalten werden! Gegen Gewaltan Frauen internationaler Taggegen Gewaltan Frauen
margit_stumpp16063055601;Das setzt weiterhin stur auf Microsoft in den Schulen. Datenschuetzer, Eltern- und Schuelerverbaende und weite Teile der Politik fordern laengst datenarme, freie Anwendungen, aus der Region. Wir wissen warum. Datenschutz
margit_stumpp16068348011;Letzte Woche wurde ich von der eingeladen, um darueber zu diskutieren, welche Rolle Journalist*innen in unserer Gesellschaft einnehmen. Vielen Dank allen Teilnehmer*innen fuer die anregende Diskussion! Journalismus
margit_stumpp16076759301;Es ist ein Skandal, dass Frau Eisenmann ihre Wahlkampfambitionen ueber das Wohl von Schueler*innen stellt. Ihr Versagen bei ihrer Lernplattform ella versucht sie nun zu kaschieren, indem sie Microsoft die Schultueren oeffnet. Wo bleibt der Datenschutz?
margit_stumpp16077752211;5 Jahre pariserklimaabkommen und immer noch passiert viel zu wenig. Da war die gemeinsame Aktion mit dem Solarmobilverein um 5 vor 12 in Heidenheim fast noch zu optimistisch. Danke fuers Organisieren!
margit_stumpp16082206361;Heute Abend halte ich gleich zwei Reden im Plenum: Um ca. 19:35 zu 5G und um ca. 20:55 zur Digitalisierung unserer Schulen. Den Livestream findet ihr hier:
markuskurthmdb15113436351;Lieber nicht regieren, als falsch regieren? Was ist daran falsch? FDPexit Wir wollen Selbststaendigkeit foerdern und Selbstaendige entlasten, unter anderem durch Buerokratieabbau, und eine Reduzierung der Mindest-Krankenversicherungsbeitraege. Sondierung Jamaika
markuskurthmdb15113530881;Lieber nicht regieren, als falsch regieren? Was ist daran falsch? FDPexit Wir wollen mehr Langzeitarbeitslosen den Einstieg in den Arbeitsmarkt ermoeglichen. Deshalb: Ausbau nachholender Qualifizierung und Konzentration auf spezielle Zielgruppen. Sondierung Jamaika
markuskurthmdb15235990601;Die Riester-Rente ist in ihrer bisherigen Form gescheitert. Fuer eine faire zusaetzliche Altersvorsorge setzen wir auf einen oeffentlich-rechtlich organisierten Buergerfonds und auf eine bessere Foerderung von Geringverdienenden.
markuskurthmdb15421851841;Letzte Vorbereitungen zum heutigen Fachgespraech Sinn Mit Gewinn im Bundestag. Ich freue mich auf gute Diskussionen zur Solidarischen Oekonomie, zu Genossenschaften und Social Entrepreneurship.
markuskurthmdb15423514631;Solidarische Oekonomie in der Landwirtschaft. Ich war zu Besuch bei der Solawi Kuemper Heide in Dortmund-Derne. Toll zu erleben, wie viele DortmunderInnen engagiert und gemeinsam ihr Gemuese oekologisch und vor Ort produzieren. Vielen Dank fuer den guten Austausch.
markuskurthmdb15766837361;Doppelverbeitragung: Freibetrag fuer BetriebsrentnerInnen: schoen und gut. Aber nicht zu rechtfertigen: Kosten von 1,2 Mrd. p.a. tragen auch die, die keine Betriebsrente haben - ueber ihre Beitraege zur Krankenkasse: oft Geringverdienende und Frauen. Schlicht ungerecht!
markuskurthmdb15949020551;Dafuer stehe ich: Teilhabe fuer alle in Dortmund! Fuer viele aeltere Menschen brauchen wir einen oeffentl. Raum ohne Barrieren, Schutz vor Altersarmut, Quartiere, in denen es sich sein Leben lang wohnen laesst. Das lebenswerte Quartier kommt nicht nur Aelteren, sondern allen zu Gute.
markuspaschke15823733261;Gestern Abend war ich beim Neujahrsempfang des SPD-Gemeindeverbandes Uplengen. Ich habe insbesondere auf die Gefahren fuer unsere Demokratie hingewiesen. Denn es haeufen sich nun auch die Gewalttaten mit faschistischen Hintergrund. Wir muessen uns dagegen wehren. wirsindmehr
markuspaschke15907480631;Die Entscheidung ueber Auslandseinsaetze der Bundeswehr gehoert zu den schwierigsten Entscheidungen, die Abgeordnete des Deutschen Bundestages zu treffen haben. Ich habe heute bei dem vorliegenden Antrag mit Nein gestimmt. EUTM Bundestag
martinarenner15339153711;Falls das Justizministerium BaWue noch ein paar Argumente braucht, soll es mal in die Protokolle des UA1BT schauen. Der Typ ist unertraeglicher rassistischer Hetzer. No Af D
martinarenner15350942581;BReg muss sich fragen lassen, warum gerade zahlreiche bekannte Gewalttaten gegen Antifaschist*innen, Presse und Polizei, in der Statistik fehlen? Sicherheitsbehoerden verharmlosen Bedrohung durch IB
martinarenner15358810761;Wie viele Untersuchungsausschuesse, wissenschaftliche Aufsaetze, Artikel, Buecher, Veranstaltungen, Theaterstuecke nicht noetig gewesen waeren, haetten wir gleich schon 2011 die Weisheit der vernommen. Am Terror des NSU ist die Antifa Schuld.
martinarenner15362296851;130.000 Menschen diese Tage auf der Strasse gegen Rassismus. In HH0509, Chemnitz, FFM, BER, Muenster, Stuttgart, Kiel, Freiburg, Siegen, Braunschweig, Heidelberg, Kaiserslautern, Rostock, Dormagen, Luebeck, Duesseldorf, Duisburg, Giessen, Hannover, Bremen wirsindmehr Danke Antifa
martinarenner15367639601;Im Verhalten von Maassen zeigt sich seine Verachtung fuer Demokratie, Parlament und Presse und seine Naehe zur autoritaeren Rechtsentwicklung und seiner Protagonisten. Er ist in seinem Amt nicht mehr tragbar - nicht erst nach seinen Aeusserungen zu Chemnitz.
martinarenner15373548451;Innenausschuss Sondersitzung zum TOP: Beurteilung der im Zusammenhang mit der Toetung von Daniel H. in Chemnitz stehenden Ereignisse durch das BfV und Maassen sagt 33x Antifa Zeckenbiss - mehr muss man zu seiner rechten Agenda nicht wissen.
martinarenner15385641051;Gegenteil von Aufklaerung. Breg wird im Breitscheidplatz-UA durch Beamtin vertreten, die im BfV fuer Umfeld des Attentaeters zustaendig war. Ein offener Affront gegen das Parlament. Eigentlich muesste gesamte Breg aus Beweisaufnahme ausgeschlossen werden.
martinarenner15416618261;Kurzes Update zur heutigen Zeug*innenvernehmung UA1BT Breitscheidplatz-Anschlag. Um 12:00 oeffentliche Beweisaufnahme mit zwei Mitarbeiter*innen LaGeSo Berlin. Danach geheime Sitzung mit Zeugen Siebertz BfV. Zeuge Rehndorf BfV wird abgeladen.
martinarenner15425234891;Das KSK wurde 1996 teilweise aus dem Fallschirmjaegerbataillon 251 uebernommen das seit 1971 in Calw (zuvor Boeblingen) stationiert war und Verbindung zur Geheimarmee Organisation Schnez hatte, die sich auf einen Buergerkrieg gg Linke vorbereitete. siehe:
martinarenner15457531321;In dem Zusammenhang waere gut, wenn man auch solchen Meldungen nachginge. Und nein, ich bin die Letzte, die Gefahr und toedliche Dimension des Djihadismus negiert. 1UABT Daneben kann es aber False Flag-Aktionen geben.
martinarenner15467646151;Die Tage wird in Oesterreich Neonazi und Holocaustleugner Gottfried Kuessel aus der Haft entlassen. In der schwarzblauen Regierung sitzen derweil schon seine ehemaligen braunen Kameraden.
martinarenner15473742081;Im Zusammenhang mit dem Datenklau gibt es viele Forderungen: rechter Hintergrund der Tat klaeren, Mitwisser und ggf Mittaeter ermitteln, Zusammenhang mit anderen sog Feindeslisten klaeren, aber doch keine spezielle Strafnorm, weil Abgeordnete betroffen sind.
martinarenner15477439071;Neonazigruppe Aryans steht unter Terrorverdacht. Genau dieser Gruppierung soll Polizist Dienstgeheimnisse gesteckt haben. Wenn damit vor Ermittlungsmassnahmen gewarnt wurde, steht die Frage nach Unterstuetzung im Raum. Rechtsterror
martinarenner15478976761;in der Fuer Menschen, die von rechten/rassistischen Doxing-Attacken, Drohbriefen, Namens- und Adressnennung auf Feindeslisten betroffen sind, gilt: Fuer sie alle ist die gemuetliche Entspanntheit des Bundesinnenministers blanker Hohn.
martinarenner15482353321;Erwartung Gauland wuerde den extrem rechten Fluegel der AfD stutzen ist absurd. Der Partei- und Fraktionsvorsitzende war dessen Gruendungsmitglied, er ist umjubelter Redner auf dem Kyffhaeusertreffen und aggressiver Rassist und Antidemokrat. Hoert auf vom Hoecke-Fluegel zu schreiben.
martinarenner15495377881;50.000 EUR Lektion fuer in Sachen Rechtsstaatlichkeit. Als naechstes hoffentlich fuer Bis heute keine einzige Anklage gegen Polizisten bei urspruenglich 150 Verfahren, davon 84 eingestellt! NoG20 Polizeigewalt
martinarenner15496276061;Die Arbeit der Roten Hilfe ist legitim und notwendig, gerade in Zeiten, in denen Freiheitsrechte immer weiter zugunsten staatlicher Sicherheitspolitik eingeschraenkt werden. Vereinigung demokratischer Jurist*innen
martinarenner15501650131;Ermittlungsbehoerden und muessen dringend einen Zusammenhang zwischen Morddrohungen unter Absender Wehrmacht und NSU20 und Ankuendigungen von Anschlaegen gegen Gerichte unter Nationalsozialistische Offensive pruefen. Rechtsterror
martinarenner15524852471;Ich stehe mit Isabell Vandre und Volkmar Schoeneburg fuer Buergerechte und demokratische Kontrolle der Polizei - nicht fuer staendige Ausweitung der Befugnisse auf Kosten der Demokratie. Danke fuer die Erklaerung. PolG Brandenburg No Pol G polizeigesetzstoppen
martinarenner15526258521;Attentaeter vom Breitscheidplatz war Teil eines terroristischen Netzwerkes und kein Einzeltaeter. Dem UA1BT muessen alle Akten des GBA zum geplanten Sprengstoffanschlag, die offenbar bereits der Presse vorliegen, umgehend zugeleitet werden.
martinarenner15526267571;Ein Attentat aus tiefen Hass auf Muslime und in der Tradition des White Supremacy. Die autoritaere Rechtsentwicklung und der grenzenlose Rassismus muenden im rechten Terror. Netzwerke zerschlagen, Opfer schuetzen!
martinarenner15532304261;So geht Aufklaerung! Thueringer NSU-UA hat den VP-Fuehrer von Thomas S. geladen. Der Berliner LKA-Beamte war unlaengst im Zusammenhang mit dem UA1BT Thema, da er rechtsextreme E-Mails verfasste und in der Vergangenheit mit entsprechenden Aeusserungen auffiel:
martinarenner15545287021;Wow! Das ist ja mal ne ambitionierte Rechtsauffassung: Weil sich ein Kuenstler*innenkollektiv im Rahmen einer Kunstaktion selbst bezichtigt, wird 129-Verfahren eingeleitet. Gut ich hab nicht Jura studiert, aber ich glaube das ist Bullshit.
martinarenner15548676391;Ein Staatsanwalt der das Recht beugt und sein Amt missbraucht, weil die AfD einmal hustet, bekommt Rueckendeckung von der Wer hat da wem das Stoeckchen hingehalten? Schwarz Blau Verhindern Kunstfreiheit Schuetzen
martinarenner15561938891;"In Erfurt entspricht Pro-Kopf-Einkommen bundesweiten Durchschnitt 2007; Zuwachs wird durch steigende Mieten aufgefressen. Statt Ost-West-Zweiklassengesellschaft setzt auf Lohn-/Rentengerechtigkeit, gestaerkte Infrastruktur Mietdeckel der Laender.https://t.co/w7rmg84byq"
martinarenner15566036741;Netzwerk nicht Einzeltaeter. Der spaeterer Breitscheidplatz-Attentaeter soll mit anderen Djihadisten zeitgleiche Sprengstoffanschlaege in Berlin, Bruessel und Paris geplant haben. Davon will kein Geheimdienst im In- und Ausland was mitbekommen haben? UA1BT
martinarenner15596292071;Leider kann ich morgen die muendliche Frage zu Ueberschneidungen der FeindesListen bei NSU Nordkreuz FrancoA nicht persoenlich im Plenum stellen, aber interessant koennte die Antwort werden. Rechtsterror
martinarenner15609394531;Ich hoere schon wieder Versehen, andere sagen Versagen ich will wissen wer Schuld traegt und wer endlich die Anklage gegen die Taeter vom Amt fuehrt. VSabschaffen Luebcke
martinarenner15620872621;Und dann Stuktur schuetzen. Also Thorsten Heise, der jeden verklagt hat, der ihn in die Naehe von C18 rueckte, erklaert StephanE war nicht beim C18-Treffen in Muecka, wo er selbst auch nicht war. Merkste Selber Rechtsterror Luebcke
martinarenner15624891061;Eine Frage draengt sich auf: Wer im Hannibal-Netzwerk bzw. in Gruppe Nordkreuz ist eigentlich der Spitzel, zu dessen Schutz die Behoerden eine konsequente Ermittlung gg. alle Mitglieder/Unterstuetzer wg. Bildung rechtsterroristischer Vereinigung verhindern?
martinarenner15628262341;Maassen ist kein Einzeltaeter. Er war seit Beginn der 2000er Teil einer Kohorte von Spitzenbeamten im Innenministerium, die sich befoerdernd und schuetzend durch alles Skandale von Kurnaz-Verschleppung, Drohnenkrieg bis NSU und NSA nach oben bugsierten.
martinarenner15634348641;Unglaublich. Mitglieder des Reservistenverbandes ob Ex-Soldaten oder Zivilisten koennen ueber den Verein ihr Beduerfnis zum legalen Besitz von Waffen nachweisen. Gewaltbereite Rechte und Rassisten muessen endlich entwaffnet werden! Nordkreuz Rechtsterror
martinarenner15652474801;Debatte muss von Person Maassen losgeloest werden. Welche Kreise haben diesen offenkundigen Demokratiefeind, Linkenhasser, rechten Spindoctor an die Spitze des Inlandsgeheimdienst gehievt? Wie hat er die extreme Rechte geschuetzt/gestaerkt? Gab es keinen Widerspruch in der Behoerde?
martinarenner15655004401;Nachts um halb vier den Chef ueber Twitter anheulen, weil man den Kollegen nicht mag, ist fast schon tragisch. Dem Ziegenmelker und seiner Frau auf den Leim zu gehen hat hingegen mit Tragik nix zu tun. Mitrechtenreden
martinarenner15661053571;Auch in Oesterreich: Illegale Spionage und Datenerhebung durch BND und NSA bleiben folgenlos. Geheimdienste stehen offenbar nicht nur in Deutschland ausserhalb des Rechtsstaats. Snowden NSAUA
martinarenner15661886021;BKA beschwere sich uebrigens 2/97 im sog. Brandstifter-Papier ueber den Quelleneinsatz der Geheimdienste in der militanten rechten Szene. Einer der Kritikpunte: Es wuerde u.a. ueber das Thule-Netz die internationale Vernetzung der Neonazis auch europaweit durch den VS gefoerdert.
martinarenner15663864641;Die Strafverfahren sind schon eingestellt. Ob BfV und BMI auch wegen des Angriffs auf die Pressefreiheit Schiffbruch erleiden, bleibt abzuwarten und auf dem Boden des GG zu hoffen!
martinarenner15664458531;Der mutmassliche Terrorunterstuetzer und Komplize des Moerders von Luebcke, der Neonazi Markus H. durfte legal Waffen besitzen und mit Sprengstoff umgehen. Nur warum? Es muss endlich geklaert werden, ob Markus H. Quelle einer VS-Behoerde war. Rechtsterror
martinarenner15671359871;So das ist ein fuer alle mal geklaert: AfD=Neonazis. Jetzt braucht es den Anstand der Buergerlichen eine Zusammenarbeit dauerhaft auszuschliessen bzw. zu beenden. No Af D Uebrigens: die sichere Stimme gegen Rechts ist eine fuer
martinarenner15677463361;Ob Atomausstieg, Neonazis stoppen Klimagerechtigkeit oder Ruestungsexportstopp. Damals wie heute gilt: Alles muss man selbst machen! Sun is rising fuer eine neue aktivistische Friedensbewegung. Rheinmetallentwaffnen
martinarenner15680866221;MAD ist Teil des Problems. Ex-KSK-Soldat Andr S. Hannibal war Auskunftsperson des MAD und ein Offizier des MAD, Verbindungsbeamter zum BKA stand im Verdacht im Zuge der Rechtsterror Ermittlungen Andr S. gewarnt zu haben. 1/2
martinarenner15682135391;Amri war kein Einzeltaeter. Er war eingebettet in eine dschihadistische Struktur, die mit V-Leuten durchsetzt war. Bundesregierung torpediert seit Beginn des UA1BT jegliche Versuche genau diesen Sachverhalt aufzuklaeren. Ben Ammar ist genau dazu zentraler Zeuge.
martinarenner15692090871;Das staatliche Geheimhaltungsregime zum NSU-Komplex hatte das Ziel die Aufklaerung der Schuld von Behoerden und die Wirkung die Zerschlagung der Rechtsterror Struktur zu verhindern. Damals wie heute im Fall des Mordes an Luebcke gilt: Gebt die Akten frei fuer Parlament und Prozess.
martinarenner15693427751;Na wenigstens sind genug kompetente Beamt*innen bei den Ermittlungen zu Rechtsterror in Neukoelln an Bord, die am Ende wortreich erklaeren koennen, warum die allseits bekannten tatverdaechtigen Neonazis nicht festgenommen wurden. Nichtohnemeine Pressestelle
martinarenner15700268911;Das bedeutet wohl: der auslaendische Geheimdienst kannte das 1. Bekennervideo des spaeteren Attentaeters eventuell vor dem Anschlag. Und danach galt im BND: Quellenschutz geht vor Strafverfolgung. 1UABT
martinarenner15701636841;Oft nur illegale Pyrotechnik da gehe ich nicht mit. Erinnert sei an die Anschlaege der Gruppe Freital, auch hier war Pyrotechnik Grundlage. Im Urteil wurden die Anschlaege mit diesem Sprengmittel eindeutig als Versuchter Mord Rechtsterror bewertet.
martinarenner15735440881;Fuer die Normalisierung militaerischer Rituale zwischen stundenlang stillstehen und Tschingderassabum wird an einem Werktag die Berliner Innenstadt lahm gelegt. Alles fuer diese AKK-Show. Auch Parlament betroffen. Erinnert mich an Erdogan-Besuch. Militarismus
martinarenner15751159651;Allen, die auch 2019 noch behaupten Af D-Waehler*innen seien lediglich enttaeuscht ueber herrschende Politik und von Protestwahl sprechen, sei aktuelle Forsa-Umfrage empfohlen. Anhaenger*innen der AfD sind ganz ueberwiegend antisemitisch, rassistisch, antidemokratisch eingestellt.
martinarenner15751815331;2/2 Im Juni 2000 ueberfiel der Neonazi Andr Chladek, ein ehemaliger KSK-Soldat, eine Bundeswehreinheit und erbeutete Waffen und Munition, die er fuer Anschlaege gegen politisch Verantwortliche, so genannte dynamische Aktionen nutzen wollte. Rechtsterror
martinarenner15752746411;War BKA eine V-Person in 2016 zu laestig, weil sie gute Informationen ueber geplante Anschlaege lieferte? Die Aufzeichnungen aus NRW stuetzen diese These. Es steht Aussage gg. Aussage. Einer sagt nicht die Wahrheit. UA1BT kann mit Gegenueberstellung klaeren.
martinarenner15759817701;Mit wem schoss der mutmassliche Luebcke-Moerder StephanE im Verein und mit wem und fuer wen baute er Sprengsaetze? Netzwerke abklaeren - Verbindungen zum NSU ausleuchten - Rolle des LfV Hessen auf die Tagesordnung. Rechtsterror
martinarenner15785556761;Tja im Neuen Jahr irrt man sich gerne mal mit der Jahreszahl, aber in der Sache war die Frage nach den Erkenntnissen der BReg und Behoerden zu dem Neonazi und mutmasslichen Mittaeter am Mord von Luebcke Marcus H. wohl richtig. Rechtsterror
martinarenner15789912251;Also 2 Dinge muss man zum LKA Berlin noch sagen: Phonetische Systeme sind zum Namensabgleich in der Lage und bei LINKEN-Politikern kann man wissen, dass sie sich gegen Rechts engagieren. Das scheinen mir mehr Ausreden als Begruendungen zu sein. Neukoelln
martinarenner15792444041;Sieht so aus, als haette ein BKA-Zeuge vor UA1BT die Unwahrheit gesagt. Das prueft die Berliner StA. Politisch geklaert werden muss, ob BMI ihn zu danach abgegebener falscher dienstlichen Erklaerung gedraengt hat und in BPK ggf. ebenfalls gelogen wurde.
martinarenner15794133391;Steckte ein Geheimdienst hinter der Flucht des Rechtsterroristen Udo Albrecht? Die Bundesregierung mauert bei dieser Frage. Was hatten BND und Werner Mauss mit der Sache zu tun?
martinarenner15798561951;Glaubt eigentlich noch irgendjemand daran, dass die Behoerden im In- und Ausland die konkrete Planung von Anschlaegen durch Amri und Djihadisten in seinem engsten Umfeld nicht kannten? Der UA1BT hat Zweifel und wird auch die Verbindungen nach Frankreich intensiv untersuchen.
martinarenner15808882681;Ich haette ja fuer das BKA nen Tip wie sie auf gewaltbereite Neonazis kommen. Wie waere es mit ein paar Abos der Fachpresse?
martinarenner15812293441;Gerade in Zeiten wie diesen und obwohl Twitter dafuer eigentlich nicht gedacht: Herzlichen Glueckwunsch zum Geburtstag. Danke fuer gemeinsam am Strang ziehen, ob bei Aufklaerung Rechtsterror NSU oder im UA1BT.
martinarenner15821266361;Alles muss man selbst machen Also mal ne Frage an die ganzen Juristnnen unter meinen Followern: Kann man als gemeinnuetziger e.V. in Deutschland seinen Sitz in der Schweiz haben mit einem Vorstand, der auch dort seinen Wohnsitz hat und Spenden in Franken einsammelt. Uniter
martinarenner15821793531;Ja man kann das Waffenrecht verschaerfen, nun rechte Gefaehrder in den Blick nehmen, Neonazi-Organisationen verbieten. Aber solange die rechte/rassistische Hetze in diesem Land nicht geaechtet wird, werden sich rechte Taeter weiter ermutigt und aufgerufen fuehlen. Rechtsterror
martinarenner15832244601;In der Zeugenvernehmung des UA1BT am Donnerstag befassen wir uns mit der unmittelbaren Nachtatphase. Es wird sowohl der MEK-Einsatz an der Fussilet Moschee, wie auch die Spurenlage rund um den Tat-LKW Thema sein.
martinarenner15835858901;Weil ich mir die Thueringer Verfassung und das Problem mit der Blockade des Richterwahlausschusses durch die AfD erstmal ansehen musste und nicht einfach ne Meinung raushaue.
martinarenner15837595111;Waffen- und Sprengstoffdepot aus Polizei- oder Bundeswehrbestaenden in Hessen freigelegt. Frage ist wo und wann sind Pistolen/Granaten/Munition entwendet worden und von wem? Nordkreuz FrancoA
martinarenner15839191001;BMI weiss auf Nachfrage im Innenausschuss nichts zu Neonazis aus Deutschland, die in Griechenland sind/waren, um Jagd auf Geflohene zu machen rechte oertliche Buergerwehren zu unterstuetzen. Dank an die Antifaschistnnen vor Ort. na meglo eucharist stous/stis Antiphasstes/ries!
martinarenner15850693051;Ich begruesse das heutige Urteil Gr Mitglieder der rechtsterroristischen Gruppierung Revolution Chemnitz. Es traegt der Entwicklung einer militanten Szene Rechnung, die sich virtuell vernetzt und dort Terrortaten plant. Rechtsterror No Nazis Meine PM dazu:
martinarenner15852985441;An dem Begriff integrierte und abgekuehlte Rechtsextreme ist so gut wie alles falsch. Als waeren Neonazi in den 1990/2000ern einfach heissgelaufen und rechte/rassistische Gewalt nicht das Ergebnis von entsprechenden Einstellungen und Strukturen. StephanE
martinarenner15854692771;Interessanter Artikel, ich fand den Begriff Drehbuch jedoch ungluecklich, da dieser nahelegt, der Titel wurde vor dem Mord an Walter Luebcke aufgenommen, was unklar oder sogar unwahrscheinlich ist.
martinarenner15854945261;Morgen Abend 19:00 Uhr noch nix vor? Dann kommt doch online zu dem Auftakt einer neuen Ich darf den Anfang machen und ueber Rechte Netzwerke in Polizei und Bundeswehr und der aktuellen Gefahr durch diese mit Euch diskutieren. Anmeldelink folgt. Rechtsterror
martinarenner15857164401;Als ich im Sommer 2018 die Bu Reg das erste Mal zum deutschen Ableger der extrem rechten/rechtsterroristischen Atomwaffen-Division fragte kam als Antwort: Bundesregierung hat keine Erkenntnisse. Jetzt hake ich nach. Wie sieht es 1,5 Jahre spaeter aus?
martinarenner15881568331;Und da ist er wieder! Der Einzeltaeter. Ich finde der Umgang mit dem tatverdaechtigen Neonazi Markus H. wirft nicht nur Fragen auf es schreit nach parlamentarisch/juristischer Aufklaerung. GBA Kassel Luebcke Rechtsterror
martinarenner15898840611;Die Entscheidung des BVerf G zum verfassungswidrigen BND-Gesetz ist eine schallende Ohrfeige fuer die Bundesregierung. In meiner PM sage ich was nun bis zur Neufassung des Gesetzes passieren muss, damit Presse- und Kommunikationsfreiheit geschuetzt werden.
martinarenner15901602991;Nun ist auch mein zweites Video auf You Tube online. In diesen spreche ich ueber die Kontinuitaet des rechten Terrors in der Bundesrepublik. Schaut gerne mal vorbei
martinarenner15902943531;Am 16.6. startet am OLG FfM nach bisherigem Stand der Prozess gg. den mutmasslichen Moerder von Walter Luebcke und einen weiteren tatbeteiligten Neonazi. Demnaechst soll dort auch das Verfahren gg. FancoA eroeffnet werden, der Anschlaege unter falscher Flagge geplant haben soll. 1/2
martinarenner15902945941;Alles Einzeltaeter? Darueber diskutiere ich morgen Abend auf Facebook zusammen mit dem Historiker Dominik Rigoll als Auftakt einer VA-Reihe der zu Rechtsterror und Staat. 1/2
martinarenner15917043091;Was mich grad ziemlich aergert. Denjenigen, die strukturellen Rassismus in Polizei erforschen, thematisieren, bekaempfen jetzt einen Generalverdacht gegen Beamt*innen zu unterstellen ist nur eins: Erfolg fuer DPol G Springer u.a. die mit dieser Polemik auf BLMprotest reagieren.
martinarenner15918490201;Warum besass der mutmassliche Mordhelfer Markus H. legal Waffen? Weil das LfV Hessen seine Spitzel oder Zugaenge in der Kasseler Neonazi-Szene schuetzte. Wenn Quellenschutz zum Taeterschutz wird kann die Antwort nur: VSAbschaffen sein. Luebcke Rechtsterror
martinarenner15918496301;Bei der Novelle des Waffenrecht hat genau das kritisiert. Solange der VS Informationen zurueckhalten kann ist dessen Beteiligung am Erlaubnisverfahren kein Sicherheitsgewinn. Das hat mit Konsequenz aus NSU-Skandal Nichts zu tun. Nixgelernt VSAbschaffen
martinarenner15926206021;Decolonize Erfurt stellt heute 14 Uhr ihre Forderung zur Umbenennung des Nettelbeckufer zur Diskussion. Treffpunkt ist das Lutherdenkmal Karlstrasse. Es wird Zeit, dass Verskalvungshandel und Kolonialismus im oeffentlichen Raum nicht mehr geehrt werden. BLM
martinarenner15927628601;Und wer zeigt den Innenminister wegen Vortaeuschen einer Straftat 145d StGB an? - - - Die Regierung erstattet Anzeige gegen Presse. Ich zitiere mal gerne eine Frage, die Konservative gerne stellen: Was ist los in diesem Land? Pressefreiheit
martinarenner15931561141;Da Reul uns Murat nicht freigeben moechte, vernehmen wir zum Sachverhalt zunaechst den Bundesanwalt Salzmann. Ausserdem einen BKA-Verbindungsbeamten aus Rom sowie einen Beamten des BND. UA1BT
martinarenner15931575831;Man koennte fragen woher die Waffen, Munition und Sprengstoff stammen? Aus Erfahrung weiss ich aber: man bekommt keine vernuenftigte Antwort. Weder von der Bundeswehr noch von den Ermittlungsbehoerden. KSK Rechtsterror
martinarenner15942063251;Update zum update in Sachen zurueckgehaltene Hinweise des VS Mecklenburg-Vorpommern zum Attentaeter Breitscheidplatz Anschlag und moeglichen Unterstuetzern. UA1BT plant diesbezueglich einen BfV- und Lf V-Beamte/n am 17.9. zu vernehmen. Noch warten wir aber auf die Namen aus MV.
martinarenner15942971611;Dass BfV nicht mehr von einem extrem rechten Gefaehrder gefuehrt wird und endlich die Gefahr des Rechtsterror anerkannt wird, darf nicht darueber hinwegtaeuschen, dass ein Geheimdienst intransparent, politisch instrumentell agiert und ewig hinterher haengt.
martinarenner15944890751;Mich nicht. Letzte Sitzungswoche im Innenausschuss wurden bei dem Berichtspunkt zu den Stuttgarter Krawallen die Beschuldigten mit deutscher Staatsbuergerschaft unterschieden nach Herkunftslaender der Eltern und diese genannt. Der Protest aus Reihen der MdBs war gering. Rassismus
martinarenner15946956001;Die Polizei ermittelt im Auftrag der Staatsanwaltschaft und diese ist Teil der Exekutive und nicht der Judikative. Auf was sich das JGG bezieht steht schon im Titel. Gewaltenteilung
martinarenner15948762141;Das ist ein ungluecklich formulierter Artikel. Der nach Berlin im Herbst 2019 gewechselte Polizist, steht unter Verdacht in Hessen in einer rechten Chatgruppe mit Bezug zu NSU20 aktiv gewesen zu sein. 1/3
martinarenner15954804931;Gut dass zu der Panorama-Meldung ueber den Soldaten in der SocialMedia-Abteilung mit rechten Vorlieben auf Instagram nochmal an dessen Agieren gegen die erinnert. Thanx.
martinarenner15966508521;Ach die Fahrradtour, die wichtiger wurde zu verfolgen einzelne Aktivist*innen zu observieren, als der spaetere Attentaeter Breitscheidplatz. Den hat man vom Radar genommen. Wer haette nach Paris, Bruessel, Nizza wissen koennen, dass Djihadisten Anschlaege begehen? UA1BT
martinarenner15988014551;Uebrigens: mindestens 25 MdB der No Af D nahmen an B2908 teil. Also dieses ganze Wir brauchen jetzt ein Sicherheitskonzept fuer den Reichstag macht sich gut in den Medien. Geht aber am Kern vorbei: Wer weiter von Extremismus und aber die Linken redet, verkennt die Dynamik.
martinarenner15990680211;Berufswunsch Ganz offen Bloedsinn reden - dann auf zum Verfassungsschutz. Da warnt man vor Cyber-Extremisten auf Telegram und Co. Zum ganz langsam mitsprechen: N-I-C-H-T D-A-S I-N-T-E-R-N-E-T I-S-T B-Oe-S-E N-A-Z-I-S S-I-N-D B-Oe-S-E ! Und jetzt VSAbschaffen
martinarenner15992002161;Ich glaube es lohnt bei den Forderungen nach Mitwirkung/Transparenz seitens der russischen Behoerden auch ein Blick auf die Innenpoltik. Jedenfalls bei Aufklaerung des Mordes im Kleinen Tiergarten scheint mir Unterstuetzung Russlands bei den Ermittlungen nicht sehr hoch. Nawalny
