name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;label
Kai Gehring;KaiGehring;TRUE;2019-10-16 17:36:53;"Für jeden Ausschuss im #Bundestag ist ein rechtsextremer Vorsitz eine schlimme Zumutung.

Als Rechtsausschuss-Vositzender ist #Brandner mit seinen regelmäßigen braunen Entgleisungen besonders untragbar. 

Danke @ManuelaRottman! 

#Bundestag #noafd 

https://t.co/RPfD2KepY5";14;50;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2019-11-20 16:25:29;"#Wissenschaft genießt besonders hohes Vertrauen in unserer Gesellschaft und viele Menschen erwarten, dass sich #Wissenschaftler*innen mit Bedacht in politische Debatten einbringen. 

Das ist ermutigend und zugleich eine große Verantwortung! https://t.co/Djd1rPW7Zm";1;3;9738;Berlin/ Essen;positive
Kai Gehring;KaiGehring;TRUE;2019-12-15 16:24:24;"Können wir bitte diskutieren, warum die Regierungschefs nicht in der Lage sind, das Weltklima zu retten - statt über @GretaThunberg Bahnreise? 

Hört endlich auf, #Klimschutz zu vermasseln &amp; von diesem Wahnsinn abzulenken! #COP25";4;30;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-02-20 09:35:18;"Es reicht! „#LGBT-freie Zonen“ in der EU sind Bullshit, eine Schande und nicht hinnehmbar! 

Für LGBTI* gelten gleiche #Menschenrechte und Diskriminierungsschutz! 

Brüssel muss das durchsetzen &amp; garantieren - sonst sanktionieren! #Polen @EU_Commission https://t.co/iGSjI3npxl";3;18;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-03-04 19:18:31;"„#Karliczek und #GroKo haben das #BAföG abstürzen lassen."""" Trotz Novelle gehe es """"weiter abwärts."""" 

Man habe auf 100.000 zusätzliche Empfänger gehofft. """"Doch nun wird offenbar nicht einmal diese bescheidene Zahl erfüllt."""" - mit Kollegin @ekindeligoez 😍

https://t.co/rStSOOCpAb";3;3;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-04-30 11:37:07;"Bedauerlich, dass die Sorge der #Studierenden vor Schulden offenbar kaum wahrgenommen werden.

3 Mio. junge Menschen im Studium werden auf #Studienkredite vertröstet. Bezüglich Notfallfonds noch alle unklar. 

Echte Nothilfe geht echt anders!";2;12;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-04-30 12:25:00;"Die #Studienkredite von @AnjaKarliczek sind eine bildungspolitische Bankrotterklärung!

Die #Coronakrise wird damit für den Großteil der knapp 3 Millionen Studierenden zur Bildungskrise &amp; Schuldenfalle.

Das ist unterlassene Hilfeleistung der GroKo! https://t.co/w67eLTxgHo";7;32;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-05-26 13:27:28;"Forderungen aus CDU/CSU-Fraktion, den #Mindestlohn abzusenken oder einzufrieren, ist kaltschnäuziges Sozialdumping zulasten von Menschen, die ohnehin in finanziellem Engpass stecken.

Mindestlohn muss schon lang steigen, coronabedingt noch stärker!";3;17;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-06-06 20:44:36;"Wahnsinnig wichtig &amp; ermutigend, dass heute so viele Menschen  hierzulande gegen Rassismus auf Plätzen Zeichen setzten!

Lässt hoffen, dass unsere Gesellschaft Hass, Gewalt &amp; Menschenverachtung beherzter entgegentritt!

#Fightracism #JusticeForGeorgeFloyd #BlackLivesMatterGermany";2;12;9738;Berlin/ Essen;positive
Kai Gehring;KaiGehring;TRUE;2020-07-22 07:41:50;Während in der Pandemie-Krise die ganze Welt gespannt auf die #Wissenschaft blickt, beschließen die europäischen Regierungschefs Kürzungen für die #Forschung. Das ist paradox, zukunftsvergessen und ein schwerer Fehler, der uns noch teuer zu stehen kommen wird. #EUGipfel;5;28;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-08-12 10:39:44;Schande für den #Bundestag: der käufliche #FDP-MdB Gero #Hocker. Er posiert in Werbe-Videos mit Lobbyisten, produziert von der Agentur seiner Mitarbeiter. Die Produktion zahlen die Lobbyisten. Hockers letzte dreiste Rede pro Tabakwerbung nun noch dreister. https://t.co/8RIuQz3lUp;1;4;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-08-15 20:20:54;"Was für ein dumpfer Populismus, @jensspahn!

👉🏻 Wo genau auf Mallorca sind diese Partys? Da sind doch fast alle Locations &amp; Gastro dicht! 
👉🏻 Wie viel % der Spanien-Urlauber sind Partyurlauber? Welche Statistik liegt @BMG_Bund dazu vor?
👉🏻 Wovon will Minister ablenken?

#Spahn https://t.co/v5E2aan3ff";0;5;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-08-24 21:23:35;"Großartiger Erfolg! 💪🏻💚

So viele Unterschriften in Corona-Zeiten gesammelt, so viel Unterstützung &amp; Rückenwind aus der Stadtgesellschaft!

Mögen diese &amp; künftige Ratssitzungen klare Entscheidungen treffen, um diesen Aufbruch für die #Verkehrswende in #Essen konkret umzusetzen! https://t.co/MXwK9xaVJR";2;6;9738;Berlin/ Essen;positive
Kai Gehring;KaiGehring;TRUE;2020-09-15 12:15:44;"#LGBTIQ* Rechte werden in Polen schon viel zu lange mit Füßen getreten! 'LGBTIQ* freie Zonen' und zunehmend eingeschränkte Rechtsstaatlichkeit sind einem Land im Herzen Europas nicht würdig! 

🌈Wir müssen uns gemeinsam für ein buntes Europa der Vielfalt und Freiheit einsetzen!❤️ https://t.co/dqrQf1SdtD";0;6;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-09-26 13:06:41;"Die soziale Notlage vieler Studierender, die sich pandemiebedingt verschärft hat, ist Minister #Karlizcek offenbar schnuppe. 

Das macht fassungslos &amp; ist zukunftsvergessen! Eine """"Generation #Corona"""", die ihr #Studium abbricht oder sich verschulden muss, darf es nicht geben! https://t.co/GZEJAn528S";19;64;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2020-10-14 13:20:48;Die Wiederwahl Chinas in den #UN-Menschenrechtsrat ist schwerer Schlag für das Prinzip der Universalität der #Menschenrechte sowie Zumutung für die Millionen Opfer der Unterdrückung durch das Regime in Peking. Mein gemeinsamer Kommentar mit @MargareteBause https://t.co/4IJ3xzJaH1;0;0;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2021-01-04 15:15:46;"Unmögliches Timing: #Karliczek &amp; @BMBF_Bund glänzen bei #Corona-Bundespressekonferenz durch Abwesenheit. Wir hätten gerne gewusst: Was wird akut für die #Schulen getan, damit nicht dauernd digitale Lernräume abschmieren? https://t.co/MyGSeWYwWD";1;2;9738;Berlin/ Essen;negative
Kai Gehring;KaiGehring;TRUE;2021-01-06 13:14:44;4/10 Mit dem Kurs der Bundesregierung schlittern wir eine verschärfte Bildungsspaltung, die uns als Gesellschaft in den nächsten Jahren teuer zu stehen kommt. Die #Schulen ächtzen unter dem Druck. Warum z.B. gibt es immer noch kein Bundes-Programm für #Luftfilter an Schulen?;0;8;9738;Berlin/ Essen;negative
Elisabeth Kaiser;Kaiser_SPD;TRUE;2018-08-18 18:52:52;"Was für ein Fest! 🍭🎉☀️
Das #Familienfest der spdthueringen, der SPD-Fraktion im Thüringer Landtag und der SPD Gera war ein voller Erfolg! Gute Stimmung, tolle Gäste und interessante… https://t.co/WJzImx77kU";0;1;1961;"";positive
Elisabeth Kaiser;Kaiser_SPD;TRUE;2019-11-01 16:48:23;Wieder einmal beweist dieser Mann, dass er seines Mandates nicht würdig ist. Antisemitismus und Verschwörungstheorien haben im Parlament nichts zu suchen: „Brandner nennt #Bundesverdienstkreuz an #Lindenberg ‚Judaslohn‘“ ⁦@OTZonline⁩ ⁦@mdr_th⁩  https://t.co/wK9LZZTNqf;3;14;1961;"";negative
Elisabeth Kaiser;Kaiser_SPD;TRUE;2020-06-26 17:47:11;"🎉 Gera erneut erfolgreich! 🎉
Der Bund fördert das Tietz-Quartier auf der Sorge mit sensationellen 5,8 Mio. Euro!

Ich als Mitglied der Fachjury für dieses Bundesprogramm bin sehr stolz, dass wir das geschafft haben.… https://t.co/rcUnO13g9c";1;13;1961;"";positive
Elisabeth Kaiser;Kaiser_SPD;TRUE;2020-09-07 11:54:01;"🌹Toller Start für die Bundestagswahl 2021! Danke für das Vertrauen!🌹

Am 5. September hat mir mein Kreisverband einstimmig und mit viel Zuspruch das Vertrauen ausgesprochen, für Gera als Bundestagskandidatin im… https://t.co/ACmseOWr6E";1;25;1961;"";positive
Karamba Diaby;KarambaDiaby;TRUE;2020-05-27 12:21:11;#icantbreathe - Es sind entsetzliche Bilder, die uns aus den USA erreichen. Ein Schwarzer Mensch ist gestorben, weil ihn ein weißer Polizist mit dem Knie die Luft abdrückte. Immer wieder kommt es zur Polizeigewalt gegen Schwarze Menschen. Das muss endlich aufhören. #GeorgeFloyd;496;4341;50858;Halle (Saale);negative
Torbjorn Kartes;KartesMdB;TRUE;2018-06-17 06:00:00;Heute steht zum ersten Mal während der #WM2018 unsere Elf auf dem Rasen! Wir sind stolz auf #DieMannschaft und freuen uns auf mitreißende Spiele. Uns allen wünsche ich viel Spaß beim Zuschauen, Tippen und Mitfiebern! Auf geht’s Jungs, viel Erfolg! #KönigFußball #GerMex https://t.co/dJPiVzN3bv;0;1;731;"";positive
Torbjorn Kartes;KartesMdB;TRUE;2018-08-12 15:24:30;Kampfgeist und Leidenschaft hatten heute alle fünf Mannschaften beim Human Table Soccer Turnier der #cdulumaudach . Die CDU Niederfeld konnte als Gewinnerteam den Pokal nach Hause bringen. Herzlichen Glückwunsch! #soccerturnier #tolleMannschaften #KartesaufSommertour https://t.co/DtxcXcNDTT;1;1;731;"";positive
Katja Keul;KatjaKeul;TRUE;2018-05-10 14:48:34;Spannender Austausch mit @MarkusBickel, Max Weber von @Frieden_geht und Alexander Schudy von Eine Welt Stadt Berlin über konkrete Handlungsmöglichkeiten in Sachen #Rüstungsexporte. Schöne Location und gute Gesprächsatmosphäre! #Abrüstung #Frieden https://t.co/YXS9gRx6SD;1;4;2145;Nienburg und Berlin;positive
Katja Keul;KatjaKeul;TRUE;2019-06-24 07:29:43;Iran-Krise: Es ist erschreckend wie hilflos 28 EU Staaten angesichts ungerechtfertigter US-Sanktionen dastehen.  Im Sinne unseres eigenen Sicherheitsinteresses sollten wir daran arbeiten das zu ändern. ⁦@GrueneBundestag⁩  https://t.co/eVSky7wKI8;2;12;2145;Nienburg und Berlin;negative
Katja Keul;KatjaKeul;TRUE;2019-06-28 08:15:28;Die Situation im #Iran ist ein Fiasko. Versorgung mit Hilfsgütern ist quasi unmöglich und internationale Banken sind maximal verunsichert. Höchste Zeit, #INSTEX in Gang zu bringen! @GrueneBundestag (/tk) https://t.co/nWlWxCVU74;8;42;2145;Nienburg und Berlin;negative
Katja Keul;KatjaKeul;TRUE;2019-12-20 13:30:16;"Unfassbar!  Seit Kündigung des Iran Deals im Sommer 2018 wurde noch keine einzige Transaktion über #INSTEX abgewickelt! 
Die EU muss hier entschlossener vorgehen, wenn sie jemals ihre Souveränität gegen US Sanktionen verteidigen will. https://t.co/Cf5tCb7odc";23;38;2145;Nienburg und Berlin;negative
Katja Mast;KatjaMast;TRUE;2018-02-18 17:40:44;Super @spdde Basiskonferenzen zum Mitgliederentscheid in Mainz. Phantastisch wie viele engagierte Teilnehmer tolle Ideen zu #SPDerneuern und einer möglichen Regierungsbeteiligung hatten . So können wir #GemeinsamWasBewegen! #Groko https://t.co/vRZ085SIcd;16;34;2198;Pforzheim, Deutschland;positive
Katja Mast;KatjaMast;TRUE;2018-10-14 17:07:54;#ltwBY18 ist ein Paukenschlag. Die #CSU ist für ihren Rechtsruck und ihren Krawall in der Groko abgestraft worden. Für die @spdde ist das Ergebnis bitter. Da gibt es nichts zu beschönigen. Wir haben es in Bayern nicht geschafft, mit unseren Themen Durchschlagskraft zu erreichen.;0;1;2198;Pforzheim, Deutschland;negative
Katja Mast;KatjaMast;TRUE;2019-01-31 15:55:09;Super: in #Brandenburg wurde heute Deutschlands erstes #Paritätsgesetz beschlossen! In Zukunft heißt es, die Hälfte der Macht für Frauen. Ein gutes Signal für die Bundesebene! #Parität ist möglich - in Frankreich übrigens schon seit 2001.;0;10;2198;Pforzheim, Deutschland;positive
Katja Mast;KatjaMast;TRUE;2019-02-23 08:41:16;Der 23.02. ist ein Tag des Gedenkens an die dunkelsten Stunden in #Pforzheim. Faschisten haben diesen Vernichtungskrieg verursacht. Es macht mich wütend, dass Nazis heute das Gedenken missbrauchen. Lasst uns deshalb auch Flagge zeigen gegen Hass, Hetze und Gewalt. #NieWieder https://t.co/2YdtiaMzcw;3;7;2198;Pforzheim, Deutschland;negative
Katja Mast;KatjaMast;TRUE;2019-07-03 05:15:34;Der 3. Juli ist für uns von @spdbt der #TagdesMindestlohns, denn heute vor fünf Jahren hat der Bundestag ihn beschlossen. Der gesetzliche Mindestlohn ist eine historische Leistung. Er hat jeder Kritik Stand gehalten. Er hat keine Arbeitsplätze gekostet. (1/3);10;59;2198;Pforzheim, Deutschland;positive
Katja Mast;KatjaMast;TRUE;2019-08-28 07:42:18;"Mehr #Frauen sind in Normalarbeit! Gute Nachricht - nur so können eigene Ansprüche in Sozialversicherungen &amp; für gute #Rente erworben werden. Dafür haben wir auch #Brückenteilzeit + Rückkehrrecht eingeführt. Was noch fehlt: gleiche Bezahlung für gleiche Arbeit! @spdbt @BMAS_Bund https://t.co/0ckq4JH2qV";0;6;2198;Pforzheim, Deutschland;positive
Katja Mast;KatjaMast;TRUE;2019-10-21 08:47:04;"Glückwunsch zum 70., @dgb_news! Ohne #Gewerkschaften wären wir nicht dort, wo wir heute sind. Der #DGB hat unser Land geprägt: sozial-, arbeitsmarktpolitisch &amp; weit darüber hinaus. Und er wird auch weiterhin gebraucht! #dgb70 
@spdbt @DGB_BW @spdde   https://t.co/n4X5ejOFHj";5;21;2198;Pforzheim, Deutschland;positive
Katja Mast;KatjaMast;TRUE;2020-02-13 11:30:45;"Der #Mindestlohn hat unser Land positiv verändert! Seine Einführung war ein sozialpolitischer Meilenstein &amp; hat vIelen zu besseren Löhnen verholfen. Perspektivisch ist für mich aber klar: der #Mindestlohn muss auf mindestens 12€ steigen! @spdbt @spdde https://t.co/6eM5xnO7N2";8;59;2198;Pforzheim, Deutschland;positive
Katja Mast;KatjaMast;TRUE;2020-06-08 17:53:29;#Kunzmann sollte sich schämen. Er ist nicht tragbar. Solche Äußerungen passen weder zu Baden-Württemberg, noch zu #Deutschland. Sie sind einfach nur unwürdig! 😡 @saschabinder @spdbawue @spdde @spdbt https://t.co/5BtFRwSp0P;1;11;2198;Pforzheim, Deutschland;negative
Katja Mast;KatjaMast;TRUE;2020-06-26 12:57:13;Das ist Politikversagen in grün-schwarz! Die Landesregierung ist nicht in der Lage, wirksam gegen das Geschäftsmodell in der #Fleischindustrie vorzugehen, das mit dem Infektionsgeschehen zusammenhängt. Im Bund werden werden wir schärfere Gesetze umsetzen! https://t.co/lQd8RuAejX;5;9;2198;Pforzheim, Deutschland;negative
Katja Mast;KatjaMast;TRUE;2020-09-21 09:23:03;"Eine absolut zynische Aussage von Friedrich #Merz. Viele Menschen machen sich Sorgen um ihre Arbeit... #Kurzarbeit sichert in der #Corona-Krise Beschäftigung. Und das für sehr viele Menschen &amp; ihre Familien. @spdde @spdbt https://t.co/PUfeUv7Bfl";5;25;2198;Pforzheim, Deutschland;negative
Katja Mast;KatjaMast;TRUE;2020-10-07 16:09:28;"Kurzes Treffen von SPD-Frauen mit Swetlana #Tichanowskaja vor dem Reichstag. Beeindruckende Frau &amp; Vorkämpferin für demokratischen Wandel in #Belarus. Ich habe größten Respekt vor den unzähligen DemonstrantInnen. Sie verdienen unsere Unterstützung. @spdde @spdbt @Tsihanouskaya";6;56;2198;Pforzheim, Deutschland;positive
Katja Mast;KatjaMast;TRUE;2020-11-16 17:06:57;Wie #Querdenken und Co. gezielt versuchen Kinder, ihre Bedürfnisse u. ihre Gesundheit für ihre Zwecke zu instrumentalisieren macht mich fassungslos... In diesem Fall ist es außerdem eine ungeheure Verharmlosung der Verbrechen Nazi-Deutschlands. @spdde @spdbt Via @RND_de https://t.co/R9mSNGCxbv;0;7;2198;Pforzheim, Deutschland;negative
Katja Mast;KatjaMast;TRUE;2020-12-04 10:02:00;#Stahlknecht u. die @cdulsa sind sich der Tragweite ihrer Handlungen entweder nicht bewusst oder auf dem Weg zur wie auch immer gearteten Zusammenarbeit mit der #AfD. Beides ist fatal, Letzteres mehr als ein Tabubruch. Und der CDU fehlt die Kraft Einfluss zu nehmen. @spdde @spdbt;16;68;2198;Pforzheim, Deutschland;negative
Katrin Helling-Plahr;KatrinHelling;TRUE;2019-07-03 17:23:00;Ich begrüße die Grundsatzentscheidung des @BGH_Bund zur #Sterbebegleitung. Das Urteil gibt  Rückenwind für die von der @fdpbt geforderte Liberalisierung der #Sterbehilfe. Mein ausführliches Statement bei Facebook: https://t.co/eg29vJ5Kei;2;9;2063;Hagen;positive
Katrin Helling-Plahr;KatrinHelling;TRUE;2019-07-12 11:33:13;Die Antworten der #Bundesregierung auf meine kleine Anfrage zu den massiven Umsetzungsproblemen bei der #Medizinprodukteverordnung sind unbefriedigend. Entschiedenes Handeln, nicht laue Appelle ist jetzt gefragt! Mein ausführliches Statement bei Facebook: https://t.co/HYv7OEBvsg;4;9;2063;Hagen;negative
Katrin Helling-Plahr;KatrinHelling;TRUE;2020-12-12 14:00:00;"Dt. #Familienrecht hält an veralteten Vorstellungen zu Unterhalt u. Kinderbetreuung fest – mit ungerechten Ergebnissen u. zum Nachteil des Kindeswohls. Statt Reformen verzögert die GroKo nur u. verschwendet Steuergeld.
Hier meine Rede dazu: https://t.co/UxDTx6n8gZ
#Wechselmodell";37;92;2063;Hagen;negative
Kerstin Griese;KerstinGriese;TRUE;2019-03-12 21:53:53;Toller Abend bei der @LebenshilfeBV mit der besten Nachricht der Woche: endlich konnte sich die @spdbt durchsetzen, dass die Wahlrechtsausschlüsse von Menschen unter vollständiger Betreuung abgeschafft werden. Das #inklusive #Wahlrecht kommt! 👍😍 https://t.co/xvfelhfhl6;6;31;6705;Niederberg und Ratingen;positive
Kerstin Griese;KerstinGriese;TRUE;2019-06-27 12:28:55;Am #donnerstagderdemokratie danke ich allen ehrenamtlich Engagierten, die sich in Vereinen, Verbänden und Kirchen für gesellschaftlichen Zusammenhalt einsetzen und gegen Hass und Hetze aufstehen. Sie alle sind wahre #Alltagshelden! Danke an @HeikoMaas für die Initiative!;7;42;6705;Niederberg und Ratingen;positive
Kerstin Griese;KerstinGriese;TRUE;2020-09-04 10:55:59;Der #Inklusionspreis für die Wirtschaft 2020 ist digital vergeben worden. Interessante und begeisternde Beispiele, die zeigen: Inklusion im Arbeitsleben ist machbar. Und ein Gewinn für alle! https://t.co/EUZPdjxIO1;5;20;6705;Niederberg und Ratingen;positive
Kirsten Kappert-Gonther;KirstenKappert;TRUE;2018-10-17 19:47:40;Bestes Timing. Heute hat #kanada #cannabis legalisiert. Heute habe ich diese Kanadier im ⁦@hanfmuseum⁩ getroffen. Congratulation ⁦@JustinTrudeau⁩ - promise kept! Hopefully Germany will follow soon - für Jugend- und Gesundheitsschutz. ⁦⁦ https://t.co/V9Egw7RBJc;7;33;3744;Bremen, Deutschland;positive
Kirsten Kappert-Gonther;KirstenKappert;TRUE;2020-09-11 11:17:19;#Seehofer redet im Bundestag von Nächstenliebe und überlässt im selben Atemzug Menschen in Not sich selbst. Das Mindeste wäre es, endlich den Kommunen die Aufnahme zu ermöglichen! #Moria #WirHabenPlatz;8;48;3744;Bremen, Deutschland;negative
Konstantin Notz;KonstantinNotz;TRUE;2019-04-12 16:00:43;"Eine wirklich haarsträubende Antwort des @BMI_Bund auf meine Frage zu #Amazon &amp; #Alexa Das Ministerium macht sich einen extrem schlanken Fuß und lässt Nutzer &amp; Aufsichtsbehörden im Regen stehen. Gestaltung des digitalen Wandels? Fehlanzeige! https://t.co/8R3wzV8seT";35;90;69552;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2019-07-23 21:13:23;Das demagogische Hetzen gegen bestimmte Menschengruppen wegen ihrer ethnischen oder religiösen Zugehörigkeit ist schlichter Rassismus. Dieser #Rassimus ist widerlich, geschichtsvergessen und inzwischen ein  massives Problem für die #InnerenSicherheit in Deutschland #Wächtersbach;76;446;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2019-07-30 20:25:30;Die erschütternde Tat von #Frankfurt mit der Flüchtlingskrise 2015 zu verknüpfen, um Profit daraus zu schlagen, ist offenkundig abwegig und politisch einfach maximal widerlich - hat aber bei der #AfD offensichtlich System. https://t.co/8gQVGbSnTf;123;743;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-03-07 15:49:27;Liebe @SWagenknecht Die in Teilen der Partei #DieLinke zum Ausdruck gebrachte Parlamentsverachtung ist geschichtsvergessen und schwer erträglich. Die Indifferenz zur Menschenrechtssituation in Venezuela, Kuba, etc. - völlig indiskutabel.;87;708;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-03-12 15:21:24;Für Nationalisten + völkische Ideologen sind Probleme immer extern bedingt,von Menschen,Ländern,Staaten,die sich fernab der eigenen Grenzen befinden oder von dort kommen.Diese menschenfeindlichen Verschwörungstheorien sind in Zeiten von #Corona tödlich,weil falsch und irreführend https://t.co/W7IH1gyL7T;8;59;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-03-31 10:22:22;Es ist ungeheuerlich und irritierend wie verdichtet die Erkenntnis- und Hinweislage bzgl der Gefährlichkeit von Stephan E.und Markus H. vor dem Mord an Walter #Lübcke war #Kassel  @tagesschau https://t.co/2uovbSY9EE;31;60;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-04-26 12:23:52;"Unterirdisch, dass wir noch Debatten führen, bei denen so getan wird, als seien Daten- &amp; Privatssphärenschutz Wohlfühl-Features und nicht alles entscheidende Freiheitsrechte, die entscheiden, ob Instrument rechtsstaatlich ist oder nicht. https://t.co/dmxDdzAcfS… #CoronaApp";35;183;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-07-17 09:07:11;Bei der Verfassungswidrigkeit von Sicherheitsgesetzen geht es lang schon nicht mehr um #Einzelfälle Die Ignoranz der #GroKo gegenüber den Freiheitsrechten im Digitalen Zeitalter ist strukturell. #Bestandsdaten;41;117;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-08-29 11:06:24;Die “Reformpläne” von #CDU #SPD und #CSU zum #Wahlrecht sind so dysfunktional, dass der Deutsche Bundestag bei der #BTW2021 wahrscheinlich nicht wieder kleiner, sondern noch größer wird. Es ist ein demokratischer Frontalunfall mit Vorsatz der #Groko https://t.co/iC87gYUsJ9;23;50;69550;Schleswig-Holstein und Berlin;negative
Konstantin Notz;KonstantinNotz;TRUE;2020-09-23 11:51:15;Der bisher geringe Nutzen der #Covid19-App ist äußerst bedauerlich. Die #Bundesregierung muss lange bekannte Defizite, auch mit Blick auf steigende Fallzahlen, schnellstmöglich abstellen.“ Mein Statement zur 100-Tage-Bilanz gegenüber @rponline https://t.co/I6dSWpThJG;7;28;69550;Schleswig-Holstein und Berlin;negative
Christian Lange;LangeMdB;TRUE;2019-09-22 10:36:51;"Kunst &amp; Kultur im ländlichen Raum: gerade bei der Eröffnung der Ausstellung „Formen und Farben“ im Bürgerhaus Unterweissach gewesen. Tolle Ausstellung, anregende Gespräche 👍 @SPDRemsMurr https://t.co/Lb8tXkTzum";0;6;5026;"";positive
Leni Breymaier;LeniBreymaier;TRUE;2019-04-09 09:10:21;In den 60ern wurden Autos mit sich halbnackt räkelnden Frauen beworben. Das gleiche Niveau erreicht jetzt der #Verkehrsminister mit den #Radhelmen. #Scheuer hat die gesellschaftlichen Entwicklung der letzten 50 Jahre verpasst. Leider.;1;19;3712;Aalen, Deutschland;negative
Leni Breymaier;LeniBreymaier;TRUE;2019-11-14 13:24:01;Nein, #AKK, das #Rentensystem stößt nicht an die Grenze des Machbaren. Ihre Versuche, sich auf Kosten von unterschiedlichen Bevölkerungsgruppen -heute sind es die #Rentnerinnen und #Rentner- zu profilieren, sind einfach nur peinlich.;2;24;3712;Aalen, Deutschland;negative
Leni Breymaier;LeniBreymaier;TRUE;2020-01-15 14:48:41;Was für eine barbarische und feige Art der politischen Auseinandersetzung. Volle #Solidarität mit meinem Kollegen @KarambaDiaby und seinem Team, auf deren Wahlkreisbüro in #Halle 5 #Schüsse abgegeben wurden. Die geistigen Schützen sitzen auch in den Parlamenten.;5;64;3712;Aalen, Deutschland;negative
Canan Bayram;LieblingXhain;TRUE;2020-03-21 18:20:22;@MieruchMario @Plastik_Brewin @Zelotophobist In Wirklichkeit verkriechen sich #Kalbitz und #Höcke in den Schoß von #Weidel um mit der Strategie der Selbstverharmlosung ihren Rechtsextremismus zu betreiben.Wer soll bei der krassen Bedrohung, die derzeit von rechtem #Terror ausgeht, auf solche durchsichtigen Tricks reinfallen;0;3;10693;Berlin #Xhain;negative
Lisa Paus;LisaPaus;TRUE;2019-05-06 15:27:49;"Was ist eigentlich aus den Ankäufen der #SteuerCDs in #NRW geworden?

Nichts...

Unter der neuen Regierung von #CDU &amp; #FDP wird die Jagd auf die #Steuerhinterzieher langsam aber sicher beerdigt. 

https://t.co/52YIX8hCY9";0;4;9024;Charlottenburg-Wilmersdorf;negative
Lisa Paus;LisaPaus;TRUE;2019-08-23 12:16:07;Gerechtigkeit sollThema d. #G7 Gipfels in Biarritz sein. Aber die Ungleichheit nimmt weltweit zu. Und @Oxfam sagt klar: Das liegt an ungerechten Steuersystemen und Deutschland spielt hier seit Jahren ein doppeltes Spiel. Das kann ich leider nur bestätigen. https://t.co/aDWaqa2oM7;1;7;9024;Charlottenburg-Wilmersdorf;negative
Lisa Paus;LisaPaus;TRUE;2019-12-18 09:56:22;"Weitere Einschränkungen beim #IFG sind der völlig falsche Weg!

Öffentlichkeit &amp; Bundestag haben ein Recht darauf auch unbequeme Wahrheiten zu erfahren.  

#CumEx-Anklagen wären ohne Aufarbeitung des Bundestages &amp; öffentlichen Druck nicht denkbar gewesen

https://t.co/IQHU1GGvlP https://t.co/ePNFhDvIv1";8;15;9024;Charlottenburg-Wilmersdorf;negative
Lisa Paus;LisaPaus;TRUE;2020-05-15 09:00:14;"💜👩‍⚖️ 🏛️ Ein guter Tag für  die #Gleichberechtigung 

Erstmals sind #Frauen nicht mehr in der Minderheit im #Bundesverfassungsgericht. 

Auf @Die_Gruenen Vorschlag folgt Astrid #Wallrabenstein.

https://t.co/dzx31OMHBA https://t.co/YaG4FQBre5";1;25;9024;Charlottenburg-Wilmersdorf;positive
Lisa Paus;LisaPaus;TRUE;2020-06-22 11:04:16;Clearstream ist die Spinne im Netz des größten Steuerraubs der Geschichte #CumEx. Die BaFin fühlt sich dafür nicht zuständig. Das ist exemplarisch für das Versagen dieser Finanzaufsicht und des Bundesfinanzministeriums. https://t.co/0SILQhpNQD https://t.co/F96J7Zk63Z;0;5;9024;Charlottenburg-Wilmersdorf;negative
Lisa Paus;LisaPaus;TRUE;2020-07-02 12:16:56;"125 Mrd. € Transaktionen &amp; #Dax-Unternehmen und keiner fühlt sich für die #Geldwäsche-Aufsicht zuständig?!? 🤯

Das sind nicht Lücken, dass sind KRATER bei der #Wirecard #Aufsicht

Das allein ist schon ein #Skandal...

@MarcusTheurer 
https://t.co/ra0eGeKo6q https://t.co/H2z8bYKjl3";5;12;9024;Charlottenburg-Wilmersdorf;negative
