name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;topic;label;from;to
Rudiger Lucassen;MdB_Lucassen;TRUE;2020-09-17T05:45:06Z;2. Ein neuer #Migrationspakt fuer illegale #Masseneinwanderung nach #Deutschland. Das Beispiel #Moria zeigt, dass kein anderes europaeisches Land diesen Weg mitgeht. Die Folge: Ein deutscher Sonderweg der fatalen #Fluechtlingspolitik.;0;0;3765;Rhein-Erft-Kreis;Migrationspakt;negative;15;28
Hansjorg Muller;MdB_Mueller_AfD;TRUE;2019-05-11T10:58:46Z;#SPD moechte Sozialkassen pluendern zur Sicherung der #Grundrente.Milliarden Graeber,angefangen von A wie Zerstoerung der Automobilindustr. ueber B wie BER- 7,2 Milliarden beerdigt zu P Pluenderung der KV- und ALVers. fuer total verarmten Rentner, zu Z wie Zug faehrt immer Wand.;1;2;1781;Berlin, Deutschland;Grundrente;negative;56;65
Metin Hakverdi;MetinHakverdi;TRUE;2019-11-13T11:44:01Z;#Applepay @JensZimmermann1 I/II: Zukunft gerecht gestalten: Heute habe wir einen grossen (riesigen) Schritt in Richtung gerechter Plattform-Oekonomie gemacht. Apple muss in Zukunft auf den I-Phones die Bezahlung durch andere Zahlungsdienstleistern ermoeglichen.;6;9;4032;Hamburg, Wilhelmsburg;Plattform-Oekonomie;positive;131;149
Michael Roth;MiRo_SPD;TRUE;2020-02-20T08:31:53Z;Das Milieu von Taten wie in Hanau wird ideologisch genaehrt von Faschisten wie Hoecke.Demokratieverachtung, Rassismus, Antisemitismus, Antiziganismus Islamfeindlichkeit fallen auf fruchtbaren Boden. Deshalb bleibe ich dabei: die #AfD ist der politische Arm des Rechtsterrorismus!;181;915;35028;Bad Hersfeld;AfD;negative;231;233
Michael Roth;MiRo_SPD;TRUE;2020-10-10T08:25:45Z;Die #Corona-Pandemie hat Minderheiten besonders schwer getroffen. Auch in Mittelamerika leiden #LGBTI unter anhaltender Gewalt+Diskriminierung. Das ist voellig inakzeptabel, #LGBTI-Rechte sind #Menschenrechte, immer und ueberall!🏳️‍🌈🕊https://t.co/x847xo3q2U;1;11;35028;Bad Hersfeld;LGBTI;negative;97;101
Michael Leutert;MichaelLeutert;TRUE;2018-03-15T18:02:59Z;Warum der AfD-Antrag auf ersatzlose Abschaffung des Solidaritaetszuschlags finanz- und verteilungspolitischer Unsinn ist. Die #AfD moechte Einkommensstarke entlasten und Ausgaben, die der Allgemeinheit zugute kommen, kuerzen. Ein Antrag fuer die Tonne!;7;9;3931;Chemnitz und Bundestag;Solidaritaetszuschlag;negative;53;73
Michael Leutert;MichaelLeutert;TRUE;2018-10-27T15:41:27Z;Das AJZ leistet Grossartiges in der Jugendsozialarbeit und traegt zur Stadtentwicklung bei. Es praegt mit die alternative Kulturszene in der Stadt und ist ein offener Ort zur Diskussion um Politik und Gesellschaft. Solidaritaet mit dem AJZ #Chemnitz !;3;10;3931;Chemnitz und Bundestag;AJZ;positive;5;7
Nicole Gohlke;NicoleGohlke;TRUE;2019-09-24T07:35:42Z;Ja, genau, die #GroKo steht fuer #AugenZuUndDurch, ist Wirtschaftslobby und versagt beim Kampf gegen #Armut #Mietenwahnsinn #Klimakrise. Wenn das mehr Leute in der #SPD erkennen wuerden, ist ein erster Schritt gemacht. #KeinWeiterSo mit diesem #Klimapaket;8;33;7685;Berlin | München;Gro;negative;17;19
Nicole Gohlke;NicoleGohlke;TRUE;2019-10-02T13:03:59Z;Die #SozialeSpaltung in diesem Land laesst den Atem stocken. Das reichste Zehntel besitzt 56 Prozent des Vermoegens profitiert von #Immobilien-Boom. Und die #GroKo verhindert weiterhin #Millionaersteuer. Wie kann man da eigentlich in den Spiegel schauen?;0;2;7685;Berlin | München;Millionaersteuer;negative;187;202
Nicole Gohlke;NicoleGohlke;TRUE;2019-10-09T09:03:13Z;#Bundesregierung macht ihrem Ruf als Wirtschaftslobby wirklich alle Ehre. Das #Klimapaket ist ein Placebo fuer Umwelt eine Belastung fuer alle mit Niedriglohn und geringer Rente. Wer die Menschen mitnehmen will, darf die Armen nicht noch aermer machen!;11;25;7685;Berlin | München;Klimapaket;negative;80;89
Nicole Gohlke;NicoleGohlke;TRUE;2019-10-17T08:31:04Z;Die Internierung von Gefluechteten in voellig ueberfuellten Lagern in #Griechenland und illegale Pushbacks in die #Tuerkei muessen aufhoeren. Das sind allesamt Verletzungen von #Asylrecht und #Menschenrechte|n. #Samos #Lesbos;11;29;7685;Berlin | München;Asylrecht;negative;179;187
Nicole Gohlke;NicoleGohlke;TRUE;2019-10-19T05:29:35Z;Es ist unwuerdig, wie sich die Bundesregierung fuer #NATO #Ruestungsexporte #Fluechtlingsdeal zum Handlanger des #Erdogan-Regimes macht die #Kurden in Deutschland ihrer Grundrechte beraubt. Aber #StopErdogan -Demo in #Koeln findet statt! #riseup4rojava✌️;8;16;7685;Berlin | München;Erdogan;negative;115;121
Nicole Gohlke;NicoleGohlke;TRUE;2020-03-24T07:32:36Z;Nun raecht sich, dass #Spahn und die #CSU den #Pflegenotstand und die Niedrigloehne ueber Jahre haben laufen lassen. Wer neoliberale Pflege- und Gesundheitspolitik betreibt, gefaehrdet wissentlich Kranke und Aeltere, nicht nur zu Zeiten der #Coronakrise.;6;16;7685;Berlin | München;Pflegenotstand;negative;48;61
Nicole Gohlke;NicoleGohlke;TRUE;2020-06-24T06:52:21Z;Fast 600 Mrd.€ horten Deutsche auf sechs Mio Konten in Auslands-Steueroasen. Trotz Meldesystem bestehen Steuerschlupfloecher weiter, wegen zu wenig Personal. Superreiche schaden dem Gemeinwohl #BReg handelt im Schneckentempo. #Unsozial;2;10;7685;Berlin | München;Steuerschlupfloecher;negative;105;124
Nicole Gohlke;NicoleGohlke;TRUE;2020-07-13T07:12:35Z;Die #Polizei hat ein #Rechtsterror-Problem in den eigenen Reihen. Wenn #Neonazi-Polizisten wiederholt Menschen mit dem Tode bedrohen koennen, ist das kein Kavaliersdelikt, sondern Staatsversagen. Und noch immer fehlen unabhaengige Kontrollgremien.;0;12;7685;Berlin | München;Polizei;negative;6;12
Thomas Nord;NordMdb;TRUE;2020-04-28T07:26:51Z;@BerlinerNotizen Nicht weil er anders handelt sondern, weil er sich so benimmt, wie er sich benimmt. Ein konsistentes Handeln von #Trump ist ja gerade nicht vorhanden. Der hierzulande gegenwaertig wahrnehmbare intellektuelle Zusammenbruch des Bildungsbuergertums ist wahrlich erschreckend.;0;5;3861;"";Trump;negative;132;136
Oliver Krischer;Oliver_Krischer;TRUE;2018-07-25T17:08:44Z;Vor einen Jahr gab es beim #Dieselgipfel vollmundige Zusagen. Umgesetzt ist bis heute - NICHTS. Deutlicher kann eine #Bundesregierung nicht dokumentieren, dass ihr die Gesundheit von Menschen und Rechte Millionen betrogener #Diesel Besitzer egal sind;121;265;13501;RegionAachen/NRW/Berlin;Dieselgipfel;negative;29;40
Oliver Krischer;Oliver_Krischer;TRUE;2018-08-05T18:32:02Z;Jahrelang betruegen, dann mit #Dobrindt Co. die Einfuehrung von realistischeren Abgastest verhindern und jetzt deswegen anderen die Schuld in die Schuhe schieben, wenn sie 2018 keine #Elektroauto|s mehr liefern koennen. So dreist koennen nur #VW Manager sein;61;196;13501;RegionAachen/NRW/Berlin;VW;negative;244;245
Oliver Krischer;Oliver_Krischer;TRUE;2020-02-02T11:52:29Z;Wie kaputt und verzweifelt muss eigentlich eine Partei sein, die seit Jahren den Verkehrsminister stellt, die aber auf exakt KEINE relevante verkehrspolitische Frage eine Antwort hat, dass sie sich mit einer solchen Kampagne so zur Lachnummer macht? #Tempolimit #CSU;324;1480;13501;RegionAachen/NRW/Berlin;Tempolimit;negative;252;261
Oliver Krischer;Oliver_Krischer;TRUE;2020-05-10T19:18:27Z;Das System Billigfleisch beruht auf Ausbeutung von Mensch und Tier und Umweltzerstoerung. Es schockiert, dass ausgebeutete Arbeiter nicht einmal vor dem #coronavirus von Behoerden und Unternehmen wie #Westfleisch geschuetzt werden. Wann machen wir endlich Schluss mit Billigfleisch?;69;230;13501;RegionAachen/NRW/Berlin;Billigfleisch;negative;12;24
Oliver Krischer;Oliver_Krischer;TRUE;2020-11-12T21:20:55Z;Immer wieder unglaublich: Die #Bundesregierung FOeRDERT mit Mrd. Euro die ZERSTOeRUNG von Klima Umwelt. @cducsubt @spdbt aendern daran seit Jahren nichts, allen #Klimaschutz Reden zum Trotz. Dabei ist das oft auch noch, wie das Dienstwagenprivileg, schreiend sozial ungerecht.;57;153;13501;RegionAachen/NRW/Berlin;Klimaschutz;negative;163;173
Peter Felser;PeterFelser;TRUE;2020-05-07T06:00:13Z;Wer Demokratie, Grundrechte seine Freiheit vor dem Zugriff von Regierungsbehoerden Konzernen schuetzen moechte, ist fuer die #GEZ-Medien ein Spinner. Als Referenz dienen mittlerweile Hollywood-Millionaere. Die Staatsjournalisten sind scheinbar voellig durchgeknallt! #AfD #Corona;142;427;1316;Kempten (Allgäu), Deutschland;GEZ-Medien;negative;127;136
Peter Felser;PeterFelser;TRUE;2020-05-13T06:20:32Z;Die von der Bundesregierung verursachte Lockdown-Krise gefaehrdet besonders kleine Unternehmen. Gewinner der Krise in der Gastronomie sind scheinbar kriminelle Auslaender-#Clans. Lockdown jetzt beenden! Kriminelle hart bestrafen! #AfD #COVID19de;4;9;1316;Kempten (Allgäu), Deutschland;Lockdown;negative;41;48
Peter Beyer;Peter_Beyer;TRUE;2020-10-27T08:10:55Z;Ein herausragendes Beispiel der transatlantischen Zusammenarbeit im Bereich Wissenschaft/Forschung: Wasser auf dem #Mond entdeckt. Ich sage: Wir brauchen noch mehr Kooperation mit den #USA, nicht weniger. @NASA @DLR_de @SOFIAtelescope #Deutschland;0;1;1799;"";Zusammenarbeit;positive;51;64
Peter Stein;Peter_Stein_CDU;TRUE;2021-01-06T14:11:52Z;Good news! Damit duerfte der so genannte Impfstoffmangel demnaechst der Vergangenheit angehoeren. Es laeuft besser und schneller als viele noch vor wenigen Wochen dachten. #Impfstoff #COVID19 @jensspahn @CDU_CSU_EP @EU_Commission;0;2;786;"";Impfstoffmangel;positive;42;56
Peter Stein;Peter_Stein_CDU;TRUE;2021-01-06T19:54:02Z;Der schmutzige Trumpismus bricht sich Bahn. #capitol #USA Eine Warnung an #Europa. Mit Hass und Spaltung gewinnt niemand aber alle verlieren. #Demokratie. Was sagt eigentlich unsere unsaegliche #noAfD ? Schweigen im Duesteren?;0;6;786;"";Trumpismus;negative;16;25
Lothar Maier;ProfMaier;TRUE;2020-07-21T05:27:55Z;Wie es aussieht, war es wieder ein #Migranten-Mob, der zugeschlagenen hat. Tatort #Frankfurt. Ein regelrechter Flaschen-Regen auf deutsche Polizeibeamte. #Wer Polizisten angreift, greift die #Bundesrepublik #Deutschland an.;1;5;2502;Stuttgart, Deutschland;Migranten-Mob;negative;37;49
Roderich Kiesewetter;RKiesewetter;TRUE;2021-01-07T15:27:48Z;Danke @akk Die Forderung nach Aufwertung #Bundessicherheitsrat ist sehr gut und die Umsetzung ueberfaellig! Wenn das als eine der Lehren aus #Corona unsere #GroKo noch schafft, waer das super! @BAKS_Bund @cducsubt @spdberlin @rbrinkhaus #muetzenich @SWPBerlin;2;30;10929;Aalen-Heidenheim, Berlin;Bundessicherheitsrat;positive;43;62
Sarah Ryglewski;RyglewskiS;TRUE;2020-04-06T18:21:11Z;Gute Sache: #Soforthilfeprogramm und Sonderprogramme der #KfW werden gut angenommen, erreichen aber nicht alle #KMU. Der #Sofortkredit ohne die uebliche Risikopruefung schliesst diese Luecke. Bis zu 800.000 Euro gibt es fuer Unternehmen des #Mittelstand. Laufzeit 10 Jahre.;5;21;1100;Bremen, Deutschland;Sofortkredit;positive;123;134
Simone Barrientos;SBarrientosK;TRUE;2018-09-11T05:26:05Z;Mehr als 100.000 Frauen sind in Deutschland wohnungslos. Keine #Zwangsraeumung, kein Abschalten von Strom, Wasser und Gas – erste Schritte waeren einfach. Die Bundesregierung glaenzt jedoch mit Unwissen und weicht aus. Das zeigt die Anfrage der @Linksfraktion;7;2;1551;Berlin & Ochsenfurt;wohnungslos;negative;45;55
Simone Barrientos;SBarrientosK;TRUE;2019-02-02T08:41:00Z;Es ist ein Skandal, dass die Bundesregierung sich darauf einigt, Frauen weiterhin zu entmuendigen und gesundheitliche Aufklaerung zu verhindern. #wegmit219a. DIE LINKE kaempft fuer einen legalen Zugang zu Abtreibungen und fuer das Informations- und Selbstbestimmungsrecht der Frauen.;0;0;1551;Berlin & Ochsenfurt;Abtreibungen;negative;206;217
Stefan Schmidt;Schmidt_MdB;TRUE;2018-10-16T10:31:50Z;Nach einem Wahldebakel bei der #ltwBY18 will sich @der_Seehofer auf einmal fuer #Klimaschutz und #Umwelt staerker engagieren. Was fuer ein himmelschreiender Opportunismus! Wenn die #CSU eins gelernt haben sollte, dann das Kopien immer gegen das Original verlieren!;0;2;932;Berlin | Regensburg, Oberpfalz;CSU;negative;183;185
Stefan Schmidt;Schmidt_MdB;TRUE;2019-02-12T15:21:22Z;Ueberragend! Das @VArtenvielfalt aus #Bayern fuer mehr Artenschutz war erfolgreich! Herzlichen Glueckwunsch, liebe @Gruene_Bayern und danke an alle die sich eingetragen haben. Eine Klatsche fuer @Markus_Soeder, @CSU @FREIEWAEHLER_BV! Jetzt heisst es handeln! #RettetdieBienen;0;3;932;Berlin | Regensburg, Oberpfalz;Artenschutz;positive;56;66
Andreas Schwarz;Schwarz_MdB;TRUE;2018-11-23T11:19:00Z;Der #Bundeshaushalt ist beschlossen und es ist ein richtig guter! Wir fahren die Investitionen hoch und mache dabei keine neue Schulden. Mehr Geld fuer Bildung, Digitales, Rente, Pflege, Umwelt- und Klimaschutz, den #Zoll und #Bamberg! #Bundestag;3;14;4051;Bamberg, Bayern;Bundeshaushalt;positive;6;19
Andreas Schwarz;Schwarz_MdB;TRUE;2020-07-01T10:31:11Z;@ZDFheute Passt doch zum Gesamteindruck dieser Bank. Von Cum-Ex bis weltweiten Strafen fuer die Verfehlungen dieser Bank. Fuer die Allgemeinheit hat die Finanzwelt oft nicht viel uebrig. Warum nutzt man nicht mal eine Gelegenheit zu zeigen, dass es auch anders geht. Schade ....#DeutscheBank;0;1;4051;Bamberg, Bayern;Bank;negative;48;51
Andreas Schwarz;Schwarz_MdB;TRUE;2020-10-09T15:39:16Z;Das Beschaffungswesen der Bundeswehr ist eine Zumutung fuer Soldaten, Industrie und Parlament. Nach dem Schweren Transporthubschrauber nun mit dem Sturmgewehr das naechste Desaster. @AKK hier muessen Strukturen ganz schnell geaendert werden. Pleiten, Pech und Pannen... #CDU;0;1;4051;Bamberg, Bayern;Bundeswehr;negative;27;36
Sevim Dagdelen;SevimDagdelen;TRUE;2018-01-05T07:59:22Z;Einfach nur dreist: Waehrend Ankara die Verfolgung der demokratischen Opposition in der #Tuerkei intensiviert und den islamistischen Terror weiter unterstuetzt, fordert der tuerkische Aussenminister einen Neustart der deutsch-tuerkischen Beziehungen.;38;59;34257;Bochum-Berlin;Tuerkei;negative;90;96
Sevim Dagdelen;SevimDagdelen;TRUE;2018-02-18T08:46:23Z;Wo leben wir denn? Statt die tuerkische Delegation nach Hause zu schicken, wird ein Mitglied eines Verfassungsorgans unter Polizeischutz vor dem Partner Tuerkei gestellt. Unfassbar. #MSC2018;114;209;34257;Bochum-Berlin;Tuerkei;negative;154;160
Sevim Dagdelen;SevimDagdelen;TRUE;2018-04-13T18:11:53Z;Wie lange wollen @cducsubt und @spdbt mit Steuergeldern #DITIB noch finanzieren? Unertraeglich die Foerderung und Kooperation mit dem langen Arm von #Erdogans, das unter dem Deckmantel der Religionsfreiheit reaktionaere, faschistische Politik macht! Schluss damit! #Tuerkei;35;58;34257;Bochum-Berlin;DITIB;negative;58;62
Sevim Dagdelen;SevimDagdelen;TRUE;2018-09-11T10:00:31Z;Deutscher Kampfeinsatz in #Syrien auf Wunsch von #Trump ist aussenpolitisches Abenteurertum und weder mit Voelkerrecht noch mit Grundgesetz vereinbar. Die Bundeswehr darf nicht zur Luftwaffe von Al-Qaida in #Idlib gemacht machen!;140;281;34257;Bochum-Berlin;Syrien;negative;28;33
Sevim Dagdelen;SevimDagdelen;TRUE;2019-03-27T13:53:16Z;#Bundessicherheitsrat blockiert Verlaengerung des Waffenstopps fuer #SaudiArabien. #BuReg ist verantwortlich, dass d Ruestungsindustrie wieder Waffen f d barbarischen Krieg der Kopf-ab-Diktatur im #Jemen liefern kann. Schwarzer Tag fuer die Menschen im Jemen.;32;43;34257;Bochum-Berlin;Waffenstopps;negative;51;62
Sevim Dagdelen;SevimDagdelen;TRUE;2019-06-28T12:22:17Z;Spaet, aber stark: Tr. Verfassungsgericht verteidigt mit der Zurueckweisung der absurden Terrorvorwuerfe gegen #DenizYuecel den unabhaengigen Journalismus verpasst damit Erdogans Willkuerregime eine osmanische Ohrfeige. Urteil mit Signalwirkung?#FreeThemAll;11;29;34257;Bochum-Berlin;Yuecel;positive;118;123
Sevim Dagdelen;SevimDagdelen;TRUE;2020-03-01T17:46:34Z;#Assange wird systematisch entmenschlicht, daemonisiert und zur Unperson gemacht. Es ist erschuetternd, was hier vor unser aller Augen mit einem Dissidenten des 21. Jahrhunderts passiert., sagte ich dem SPIEGEL zum #AssangeHearing in London. #FreeAssange;212;409;34257;Bochum-Berlin;Assange;negative;2;8
Sevim Dagdelen;SevimDagdelen;TRUE;2020-07-27T09:58:02Z;Unertraeglich, dass #Bureg weiter #Waffenexporte in die #USA genehmigt, obwohl inzwischen bekannt wurde, dass durch rassistische Gewalt in Kritik geratene US-Polizeibehoerden Dt. Waffen haben. Nein zur US-Polizeigewalt durch «Made in Germany»-Ausruestung!;24;71;34257;Bochum-Berlin;Waffenexporte;negative;36;48
Anke Domscheit-Berg;anked;TRUE;2020-03-26T17:47:10Z;Wie schon am @WirvsVirusHack Wochenende war ich auch heute wieder total geflasht von der Begeisterung, Motivation, Leidenschaft u Kompetenz der Teilnehmenden von #WirVsVirusHack. Was fuer eine Energie, was fuer ein Potenzial! Ich wuensche moeglichst vielen eine Chance auf Umsetzung!;2;37;38276;Germany;Hack;positive;25;28
Anke Domscheit-Berg;anked;TRUE;2020-06-16T07:32:05Z;DTAG Chef Hoettges bei PK zur #CoronaWarnApp: das war das beste Public Private Partnership Projekt, das ich je erlebt habe, ein echter Rockstar, auch mit Blick auf Geschwindigkeit u Qualitaet der Zusammenarbeit. Alles ist made in Germany, alle Server stehen in DE.;1;20;38276;Germany;App;positive;42;44
Anke Domscheit-Berg;anked;TRUE;2020-06-19T13:33:46Z;Philipp #Amthor ist feige. Zur aktuellen Stunde aus Anlass seines korrupten Verhaltens und fuer mehr Lobbykontrolle schwaenzt er das Plenum u steckt den Kopf in den Sand. Aber CDU Chef und MP will er in MeckPomm immer noch werden. #Bundestag;74;431;38276;Germany;Amthor;negative;10;15
Anna Christmann;annachristmann;TRUE;2018-09-25T16:15:35Z;Weniger als 15 Frauen sind in den Expertenworkshops der BReg #KI Strategie. Fatales Signal fuer alle Frauen in der #IT, dass nicht mal BReg sie an Gestaltung der Digitalisierung beteiligt. Frauenpolitisches Armutszeugnis @DoroBaer @AnjaKarliczek;5;13;3730;Stuttgart;Frauen;negative;16;21
Anna Christmann;annachristmann;TRUE;2020-09-15T07:12:23Z;#Buergerstiftungen und #Genossenschaften sind zentrale Orte unserer lebendigen #Zivilgesellschaft. In der Stiftung @aktivebuerger werden diese tollen Themen zusammengefuehrt und bundesweit unterstuetzt. Ich freue mich auf die Mitarbeit im Stiftungsrat 👌;3;10;3730;Stuttgart;Buergerstiftungen;positive;2;18
Bernd Riexinger;b_riexinger;TRUE;2018-02-25T12:39:41Z;Ausgerechnet der Pharmalobbyist Jens #Spahn soll jetzt #Gesundheitsminister werden. Deutschland paeppelt schon jetzt die Pharmakonzerne auf Kosten der Patienten. Keine gute Entscheidung fuer die #Gesundheit der Menschen hier!;185;553;38584;"";Spahn;negative;39;43
Bernd Riexinger;b_riexinger;TRUE;2018-09-20T16:40:13Z;Die #AfD propagiert Mut zur Wahrheit und fischt die ganze Zeit im Trueben. Woher bekommt eine angebliche Partei des kleinen Mannes immer wieder hohe Millionenspenden? Die #AfD soll endlich mit #FakeNews aufhoeren und ihre Spender offenlegen!;35;103;38584;"";AfD;negative;6;8
Bernd Riexinger;b_riexinger;TRUE;2018-10-30T09:48:17Z;Nach #Trump und #Modi uebernimmt mit #Bolsonaro ein weiterer Vertreter der Rechten eines der wichtigsten Laender der Welt. Diese neue oft religioese Rechte ist arbeiter- und gewerkschaftsfeindlich, rassistisch, undemokratisch und homophob. Dagegen muessen alle Linken zusammen stehen!;31;150;38584;"";Rechte;negative;76;81
Bernd Riexinger;b_riexinger;TRUE;2019-02-01T13:52:28Z;Es ist verheerend, dass die #USA jetzt aus dem #INFVertrag aussteigen. Die #Abruestungsabkommen waren auch dazu da einen #Atomkrieg zu vermeiden. So ein Vertrag zu #Atomwaffen sollte kein Spielball einer #Realityshow a la #Trump sein, sonst gibt es bald keine #reality mehr.;30;126;38584;"";INFVertrag;negative;49;58
Bernd Riexinger;b_riexinger;TRUE;2019-05-18T06:48:50Z;Die oesterreichischen Rechten um #Strache inszenieren sich gern als Partei des kleinen Mannes. Doch die Fassade reicht nicht mal bis #Ibiza. Beim Plausch mit russischen Oligarchen kommt das wahre Gesicht der #FPOe zum Vorschein: Partei der #Reichen, #korrupt und dreist. #FPOe;38;208;38584;"";FPOe;negative;210;213
Bernd Riexinger;b_riexinger;TRUE;2019-11-18T17:09:03Z;Was muss eigentlich noch passieren damit Verkehrsminister #Scheuer endlich den Hut nimmt? Untaetigkeit, Luegen, verdeckte Absprachen, Steuergeldverschwendung bei #Maut, #Autobahn und das #Bahndesaster. Nur eine Loesung: #Scheuermussweg! #Bundesrechnungshof;88;437;38584;"";Scheuer;negative;60;66
Lisa Badum;badulrichmartha;TRUE;2019-03-08T07:17:20Z;#Weltfrauentag ⁠#2019 ist so wunderbar, weil so viele starke Frauen wie @Luisamneubauer und @GretaThunberg aufstehen gegen die #Klimakrise. Nur eine gleichberechtigte Gesellschaft kann stark genug sein um die Erde zu retten. Deswegen geht der #Kampf weiter 💪 #Frauenkampftag 😍;2;17;4503;Forchheim;Weltfrauentag;positive;2;14
Lisa Badum;badulrichmartha;TRUE;2020-01-08T11:01:09Z;Fake News von @SvenjaSchulze68. Der Boom der Erneuerbaren spielte sich im Wesentlichen vor fatalen Ausschreibungen ab und fuer hoeheren Kohlestrompreis sorgte der #ETS. #Bundesregierung verzoegert den #Kohleausstieg und zerstoert die #Windbranche. So sieht es aus! @GrueneBundestag;16;59;4503;Forchheim;Kohleausstieg;negative;203;215
Lisa Badum;badulrichmartha;TRUE;2020-11-14T19:26:28Z;💚-Glueckwunsch an @BuirerFuerBuir,immer aktiv fuer den #Kohleausstieg, ich konnte @hambachfrau und viele andere eurer VertreterInnen erleben ob im #Bundestag oder im #Hambi. Danke 🙏 fuer euren wahnsinnigen Einsatz! Herzlichen Glueckwunsch zum taz #panter2020 #Preis!! 💪#hambibleibt;5;22;4503;Forchheim;Kohleausstieg;positive;57;69
Karl-Heinz Brunner;brunnerganzohr;TRUE;2018-06-21T05:05:17Z;Unfassbar. Die CSU macht mit ihrem abstrusen Vorgehen und Verrohung des Umgangs das Geschaeft der AfD. Als angebliche christlich-soziale Partei dea Volkes. Erbaermlich. Es gibt eine Alternative! Zeit fuer @NataschaKohnen und die @BayernSPD. #CSU #Unionsstreit;3;11;1415;Illertissen, Deutschland;CSU;negative;16;18
Carina Konrad;carina_konrad;TRUE;2019-07-05T06:39:22Z;Eine Katastrophe ist die Zukunftsverweigerung der Gruenen. Auf der einen Seite Nachhaltigkeit fordern und auf der anderen Seite saemtliche Innovation verhindern, die mehr Nachhaltigkeit bringt. Das ist naiv. #CRISPR #duerre;16;71;1842;Rheinland-Pfalz, Deutschland;Gruenen;negative;51;57
Cem Ozdemir;cem_oezdemir;TRUE;2019-04-17T18:38:52Z;Glueckwunsch/Tebrikler #Istanbul ! Alle Demokraten freuen sich mit der #CHP Opposition in der #Tuerkei ueber die Niederlage des autoritaeren Herrschers #Erdogan. Hoffentlich akzeptiert die #AKP wenigstens hier ihre Niederlage klaut die Rathaeuser nicht wie bei der #hdp im Suedosten;46;360;214802;Stuttgart/Berlin;Erdogan;positive;154;160
Cem Ozdemir;cem_oezdemir;TRUE;2019-10-09T14:14:27Z;Tragoedie in #Nordsyrien ist auch Folge unsres Versagens. Wir haben es in Europa nicht geschafft, nachhaltige Loesungen fuer Eindaemmung des #Syrien-Krieges zu finden, haben lieber USA einfach machen lassen. BReg sollte Erdogan zu Rueckzug auffordern Waffenexporte an Tuerkei stoppen!;229;1592;214802;Stuttgart/Berlin;Nordsyrien;negative;15;24
Cem Ozdemir;cem_oezdemir;TRUE;2020-05-12T07:27:23Z;@DVR_info @EskenSaskia @AndiScheuer @ADAC @ACE_autoclub 100 dafuer. Fuer mehr Verkehrssicherheit. Ausserdem wichtiger Schritt Richtung autonomes Fahren. Und das Beste: Mehr Klimaschutz gibts quasi gratis on top dazu. ... was waren noch einmal die Argumente GEGEN ein #Tempolimit, lieber @AndiScheuer?;23;376;214802;Stuttgart/Berlin;Tempolimit;positive;269;278
Cem Ozdemir;cem_oezdemir;TRUE;2020-11-18T20:44:27Z;Nach Infektionsschutzgesetz und Graue-Woelfe-Verbotsantrag heute noch ein erfreulicher Abendtermin in #Stuttgart: Neumitgliedertreffen bei meinen @gruenestuttgart. So viele motivierte Leute, die sich fuer gruene #Politik engagieren. Das macht richtig Lust auf Zukunft die #BTW2021;6;132;214802;Stuttgart/Berlin;Neumitgliedertreffen;positive;115;134
Christine Buchholz;ch_buchholz;TRUE;2020-03-05T07:21:16Z;Gerade hat im #Bundestag ein Gedenken an #Hanau stattgefunden. Die Beteiligung der AfD an der Gedenkminute ist unertraeglich und pure Heuchelei, denn sie nutzt jede Minute im Bundestag, um gegen Muslime, Gefluechtete, Shisha-Bars oder angebliche Clankriminalitaet zu hetzen.;7;28;8837;Berlin;AfD;negative;84;86
Christine Buchholz;ch_buchholz;TRUE;2020-10-07T08:47:15Z;Ein Gericht hat die Mitglieder der Goldenen Morgenroete wegen Gewaltverbrechen Bildung einer kriminellen Vereinigung verurteilt. Die Entscheidung ist ein grossartiger Erfolg der antifaschistischen Bewegung und ein Schlag gegen Nazis international. #GDtrial;13;24;8837;Berlin;antifaschistischen;positive;179;196
Christian Hirte;christianhirte;TRUE;2018-12-07T08:30:51Z;Historisch spannender #cdupt18 beginnt. Es wird ein guter Tag fuer die @CDU und fuer Deutschland. Ich bin optimistisch, dass wir eine gute Wahl treffen werden. Dass ist mit drei hervorragenden Kandidaten auch einfacher 😉 @_A_K_K_ @_FriedrichMerz @jensspahn;1;4;6604;Tiefenort / Berlin;cdupt18;positive;24;30
Cornelia Mohring;conni_moehring;TRUE;2020-09-09T11:04:44Z;Jede Krankheit, jede Vergewaltigung, jeder Rattenbiss sind Ergebnis einer jahrelangen pol. Entwicklung. Nicht v Ressourcenmangel o techn. Versagen. Es gibt Schuldige und Verantw. Und es gibt nichts was nicht genauso gewollt, gewusst, gedacht ist. #Moria;1;9;4572;Schleswig-Holstein und Berlin;Moria;negative;249;253
Daniela Kolbe;danielakolbe;TRUE;2018-04-22T08:55:57Z;Wow. Sehr starke Rede von Andrea #Nahles. Konkret und inhaltlich klar. Man merkt ihr die Freude am Gestalten und Begeistern an. Macht Spass zuzuhoeren! #SPDerneuern #spdbpt;0;13;8158;Leipzig und Berlin;Nahles;positive;35;40
